L3(도메인),[AS-IS] L5 Name,[AS-IS] L6 Name,Activity_ID,[TO-BE] L5 Name,[TO-BE] L6 Name,Cadence,Output Type,Change_Type,Change_Note
채용,서류심사,서류심사 기준표 확정,V2-L6-0237,서류심사,서류심사 결과표 등록,수시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,서류심사,서류평가 결과표 발행,V2-L6-0238,서류심사,서류심사 결과 통보 발송 완료,수시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,"자격 검증(GSAT, 코딩 테스트 등)",자격 검증(GSAT 생성,V2-L6-0239,"자격 검증(GSAT, 코딩 테스트 등)","자격 검증(GSAT, 코딩 테스트 등) 기준서 확정",수시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,"자격 검증(GSAT, 코딩 테스트 등)",검정결과 성적표 발행,V2-L6-0240,"자격 검증(GSAT, 코딩 테스트 등)","자격 검증(GSAT, 코딩 테스트 등) 결과표 등록",수시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,"자격 검증(GSAT, 코딩 테스트 등)",코딩 테스트 등) 요청 접수 로그 생성,V2-L6-0241,"자격 검증(GSAT, 코딩 테스트 등)","자격 검증(GSAT, 코딩 테스트 등) 결과 통보 발송 완료",수시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0245,채용승인 및 처우확정,채용승인 및 처우확정 기준서 확정,수시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0246,채용승인 및 처우확정,채용승인 및 처우확정 결과표 등록,수시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0247,채용승인 및 처우확정,채용승인 및 처우확정 결과 통보 발송,수시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0233,인재 소싱 채널 운영,인재 소싱 채널  기준서 확정,수시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0234,인재 소싱 채널 운영,인재 소싱 채널  결과표 등록,수시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0235,인재 소싱 채널 운영,인재 소싱 채널  결과 통보 발송 완료,수시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0248,선확보 인력 리텐션 운영,선확보 인력 리텐션  기준서 확정,수시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0249,선확보 인력 리텐션 운영,선확보 인력 리텐션  결과표 등록,수시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0250,선확보 인력 리텐션 운영,선확보 인력 리텐션  결과 통보 발송 완료,수시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0251,신규입사자 입사/온보딩 수행,신규입사자 입사/온보딩 기준서 확정,수시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0252,신규입사자 입사/온보딩 수행,중간 신규입사자 입사/온보딩 결과표 등록,수시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0253,신규입사자 입사/온보딩 수행,중간 신규입사자 입사/온보딩 결과표 등록,수시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0254,신규입사자 입사/온보딩 수행,입사 전 O 등록,수시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,(원본 매핑 없음),(원본 매핑 없음),V2-L6-0255,신규입사자 입사/온보딩 수행,T 이수결과표 등록,수시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,직무기술서 작성,직무기술서 작성 요청 접수 로그 생성,V2-L6-0230,직무기술서 작성,직무기술서 작성 기준서 확정,수시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
채용,직무기술서 작성,직무기술서 작성 요청 접수 로그 생성,V2-L6-0231,직무기술서 작성,직무기술서 작성 결과표 등록,수시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
채용,직무기술서 작성,직무기술서 승인본 확정,V2-L6-0232,직무기술서 작성,직무기술서 작성 결과 통보 발송 완료,수시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
채용,채용 계획 수립(경영계획),채용 계획 수립(경영계획) 요청 접수 로그 생성,V2-L6-0227,채용 계획 수립(경영계획),채용 계획 수립(경영계획) 기준서 확정,수시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,채용 계획 수립(경영계획),연간 채용수요 산정표 확정,V2-L6-0228,채용 계획 수립(경영계획),채용 계획 수립(경영계획) 결과표 등록,수시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
채용,채용 계획 수립(경영계획),채용TO 배정안 승인완료,V2-L6-0229,채용 계획 수립(경영계획),채용 계획 수립(경영계획) 결과 통보 발송 완료,수시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,파견자 문의 대응,파견자 문의접수 티켓 생성,V2-L6-0082,파견자 문의 대응,파견자 문의 대응 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,파견자 문의 대응,파견자 문의접수 티켓 생성,V2-L6-0083,파견자 문의 대응,파견자 문의 대응 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,파견자 문의 대응,파견자 문의처리 결과통보 발송,V2-L6-0084,파견자 문의 대응,파견자 문의 대응 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,날인 및 증명서 관리,증명서 발급요청 티켓 생성,V2-L6-0001,날인 및 증명서 관리,날인 및 증명서  기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,날인 및 증명서 관리,전자날인 처리 완료문서 발행,V2-L6-0002,날인 및 증명서 관리,날인 및 증명서  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,날인 및 증명서 관리,날인 처리 이력대장 업데이트,V2-L6-0003,날인 및 증명서 관리,날인 및 증명서  결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,다회용기 업체 운영,다회용기 업체 운영 요청 접수 로그 생성,V2-L6-0022,다회용기 업체 운영,다회용기 업체  기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,다회용기 업체 운영,다회용기 운영계약서 확정,V2-L6-0023,다회용기 업체 운영,중간 다회용기 업체  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,다회용기 업체 운영,다회용기 수거실적 대장 업데이트,V2-L6-0024,다회용기 업체 운영,중간 다회용기 업체  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,다회용기 업체 운영,다회용기 정산내역서 발행,V2-L6-0025,다회용기 업체 운영,다회용기 정산내역서 발행,상시,settlement_doc,유지,원본 명칭/구조 유지
총무,대외유관 기관/업체 운영,대외기관 협조요청 공문 발송,V2-L6-0011,대외유관 기관/업체 운영,대외유관 기관/업체  기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,대외유관 기관/업체 운영,기관별 협업결과 회신서 등록,V2-L6-0012,대외유관 기관/업체 운영,대외유관 기관/업체  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,대외유관 기관/업체 운영,정기 협력현황 보고서 발행,V2-L6-0013,대외유관 기관/업체 운영,대외유관 기관/업체  결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,두발로 운영,두발로 운영 요청 접수 로그 생성,V2-L6-0018,두발로 운영,두발로  기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,두발로 운영,두발로 배치계획서 확정,V2-L6-0019,두발로 운영,중간 두발로  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,두발로 운영,두발로 정비완료 보고서 등록,V2-L6-0020,두발로 운영,중간 두발로  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,두발로 운영,두발로 이용통계 리포트 발행,V2-L6-0021,두발로 운영,두발로 이용통계 리포트 발행,상시,analysis_report,유지,원본 명칭/구조 유지
총무,사내 전화(S-Calling) 운영,사내 전화(S-Calling) 운영 요청 접수 로그 생성,V2-L6-0014,사내 전화(S-Calling) 운영,사내 전화(S-Calling)  기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,사내 전화(S-Calling) 운영,S-Calling 회선연동 매핑표 생성,V2-L6-0015,사내 전화(S-Calling) 운영,중간 사내 전화(S-Calling)  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,사내 전화(S-Calling) 운영,통화장애 조치결과서 등록,V2-L6-0016,사내 전화(S-Calling) 운영,중간 사내 전화(S-Calling)  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,사내 전화(S-Calling) 운영,월간 통화품질 리포트 발행,V2-L6-0017,사내 전화(S-Calling) 운영,월간 통화품질 리포트 발행,상시,analysis_report,유지,원본 명칭/구조 유지
총무,사내 화물 운영,사내 화물 접수대장 생성,V2-L6-0004,사내 화물 운영,사내 화물  기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,사내 화물 운영,사내 화물 배송완료 확인서 등록,V2-L6-0005,사내 화물 운영,사내 화물  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,사내 화물 운영,화물 지연이슈 조치보고서 발행,V2-L6-0006,사내 화물 운영,사내 화물  결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,안내센터 운영,안내센터 운영 요청 접수 로그 생성,V2-L6-0007,안내센터 운영,안내센터  기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,안내센터 운영,방문객 출입예약 승인목록 확정,V2-L6-0008,안내센터 운영,중간 안내센터  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,안내센터 운영,안내센터 응대일지 등록,V2-L6-0009,안내센터 운영,중간 안내센터  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,안내센터 운영,VIP 방문지원 결과보고서 발행,V2-L6-0010,안내센터 운영,VIP 방문지원 결과보고서 발행,상시,analysis_report,유지,원본 명칭/구조 유지
총무,건물 관리 (공조 등),건물 관리 (공조 등) 요청 접수 로그 생성,V2-L6-0057,건물 관리 (공조 등),건물  (공조 등) 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,건물 관리 (공조 등),건물 공조설비 점검결과서 등록,V2-L6-0058,건물 관리 (공조 등),건물  (공조 등) 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,건물 관리 (공조 등),건물 관리 (공조 등) 처리 결과 확정,V2-L6-0059,건물 관리 (공조 등),건물  (공조 등) 결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,비품 관리,비품 관리 요청 접수 로그 생성,V2-L6-0051,비품 관리,비품  기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,비품 관리,비품 입고검수 보고서 등록,V2-L6-0052,비품 관리,비품  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,비품 관리,비품 관리 처리 결과 확정,V2-L6-0053,비품 관리,비품  결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,사내식당 관리,사내식당 관리 요청 접수 로그 생성,V2-L6-0032,사내식당 관리,사내식당  기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,사내식당 관리,사내식당 위생점검 결과서 등록,V2-L6-0033,사내식당 관리,사내식당  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,사내식당 관리,주간 식단편성 확정표 발행,V2-L6-0034,사내식당 관리,사내식당  결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,사무실 레이아웃 관리,사무실 레이아웃 관리 요청 접수 로그 생성,V2-L6-0026,사무실 레이아웃 관리,사무실 레이아웃  기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,사무실 레이아웃 관리,사무실 레이아웃 관리 요청 접수 로그 생성,V2-L6-0027,사무실 레이아웃 관리,사무실 레이아웃  결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,사무실 레이아웃 관리,좌석배치 변경계획서 확정,V2-L6-0028,사무실 레이아웃 관리,사무실 레이아웃  결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,사택 관리,사택 관리 요청 접수 로그 생성,V2-L6-0048,사택 관리,사택  기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,사택 관리,사택 관리 요청 접수 로그 생성,V2-L6-0049,사택 관리,사택  결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,사택 관리,사택 배정승인서 확정,V2-L6-0050,사택 관리,사택  결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,"숙박시설 운영 (기숙사, 포레스트)",숙박시설 운영 (기숙사 생성,V2-L6-0038,"숙박시설 운영 (기숙사, 포레스트)","숙박시설  (기숙사, 포레스트) 기준서 확정",상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,"숙박시설 운영 (기숙사, 포레스트)",기숙사 발행,V2-L6-0039,"숙박시설 운영 (기숙사, 포레스트)","중간 숙박시설  (기숙사, 포레스트) 결과표 등록",상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,"숙박시설 운영 (기숙사, 포레스트)",포레스트) 요청 접수 로그 생성,V2-L6-0040,"숙박시설 운영 (기숙사, 포레스트)","중간 숙박시설  (기숙사, 포레스트) 결과표 등록",상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,"숙박시설 운영 (기숙사, 포레스트)",포레스트 배정승인서 발행,V2-L6-0041,"숙박시설 운영 (기숙사, 포레스트)",포레스트 배정승인서 발행,상시,approval_doc,유지,원본 명칭/구조 유지
총무,외부 사무실 운영,외부 사무실 운영 요청 접수 로그 생성,V2-L6-0045,외부 사무실 운영,외부 사무실  기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,외부 사무실 운영,외부 사무실 운영 요청 접수 로그 생성,V2-L6-0046,외부 사무실 운영,외부 사무실  결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,외부 사무실 운영,외부 사무실 운영비 정산서 발행,V2-L6-0047,외부 사무실 운영,외부 사무실  결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,임직원 사진관리,임직원 사진관리 요청 접수 로그 생성,V2-L6-0054,임직원 사진관리,임직원 사진관리 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,임직원 사진관리,프로필 사진 원본 업로드 완료,V2-L6-0055,임직원 사진관리,임직원 사진관리 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,임직원 사진관리,인사시스템 프로필 반영완료 로그 생성,V2-L6-0056,임직원 사진관리,임직원 사진관리 결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,주차장 관리,주차장 관리 요청 접수 로그 생성,V2-L6-0035,주차장 관리,주차장  기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,주차장 관리,주차장 관리 요청 접수 로그 생성,V2-L6-0036,주차장 관리,주차장  결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,주차장 관리,주차권한 배정목록 확정,V2-L6-0037,주차장 관리,주차장  결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,피트니스 관리,피트니스 관리 요청 접수 로그 생성,V2-L6-0029,피트니스 관리,피트니스  기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,피트니스 관리,피트니스 시설점검 결과서 등록,V2-L6-0030,피트니스 관리,피트니스  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,피트니스 관리,피트니스 관리 처리 결과 확정,V2-L6-0031,피트니스 관리,피트니스  결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,회의실 운영,회의실 운영 요청 접수 로그 생성,V2-L6-0042,회의실 운영,회의실  기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,회의실 운영,회의실 운영 요청 접수 로그 생성,V2-L6-0043,회의실 운영,회의실  결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,회의실 운영,회의실 예약승인 목록 확정,V2-L6-0044,회의실 운영,회의실  결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,임원 지원,임원 지원요청 배정표 확정,V2-L6-0060,임원 지원,임원 지원 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,임원 지원,임원 지원요청 배정표 확정,V2-L6-0061,임원 지원,임원 지원 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,임원 지원,임원 지원요청 배정표 확정,V2-L6-0062,임원 지원,임원 지원 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,임직원 출장지원,임직원 출장지원 요청 접수 로그 생성,V2-L6-0063,임직원 출장지원,임직원 출장지원 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,임직원 출장지원,임직원 출장지원 요청 접수 로그 생성,V2-L6-0064,임직원 출장지원,임직원 출장지원 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,임직원 출장지원,출장 이동지원 완료확인서 발행,V2-L6-0065,임직원 출장지원,임직원 출장지원 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,법인 차량 관리,법인 차량 관리 요청 접수 로그 생성,V2-L6-0066,법인 차량 관리,법인 차량  기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,법인 차량 관리,법인 차량 관리 요청 접수 로그 생성,V2-L6-0067,법인 차량 관리,법인 차량  결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,법인 차량 관리,법인차량 배차확정서 발행,V2-L6-0068,법인 차량 관리,법인 차량  결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,업무버스 관리,업무버스 관리 요청 접수 로그 생성,V2-L6-0072,업무버스 관리,업무버스  기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,업무버스 관리,업무버스 관리 요청 접수 로그 생성,V2-L6-0073,업무버스 관리,업무버스  결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,업무버스 관리,업무버스 노선운영 계획서 확정,V2-L6-0074,업무버스 관리,업무버스  결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,운전기사 관리,운전기사 관리 요청 접수 로그 생성,V2-L6-0069,운전기사 관리,운전기사  기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,운전기사 관리,운전기사 관리 요청 접수 로그 생성,V2-L6-0070,운전기사 관리,운전기사  결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,운전기사 관리,운전기사 근무스케줄 확정본 등록,V2-L6-0071,운전기사 관리,운전기사  결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
총무,상주협력사 관리,상주협력사 관리 요청 접수 로그 생성,V2-L6-0078,상주협력사 관리,상주협력사  기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,상주협력사 관리,상주협력사 출입권한 부여로그 생성,V2-L6-0079,상주협력사 관리,중간 상주협력사  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,상주협력사 관리,상주협력사 안전교육 이수현황표 등록,V2-L6-0080,상주협력사 관리,중간 상주협력사  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,상주협력사 관리,상주협력사 관리 처리 결과 확정,V2-L6-0081,상주협력사 관리,상주협력사 처리 결과 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,입점업체 운영,입점업체 운영 요청 접수 로그 생성,V2-L6-0075,입점업체 운영,입점업체  기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,입점업체 운영,입점업체 계약승인서 확정,V2-L6-0076,입점업체 운영,입점업체  결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
총무,입점업체 운영,입점업체 월간 정산서 발행,V2-L6-0077,입점업체 운영,입점업체  결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
해외인사,(PMI) Best Practice 분석,(PMI) Best Practice 분석 요청 접수 로그 생성,V2-L6-0218,(PMI) Best Practice 분석,(PMI) Best Practice 분석 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
해외인사,(PMI) Best Practice 분석,(PMI) Best Practice 분석 요청 접수 로그 생성,V2-L6-0219,(PMI) Best Practice 분석,(PMI) Best Practice 분석 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
해외인사,(PMI) Best Practice 분석,PMI 베스트프랙티스 분석서 발행,V2-L6-0220,(PMI) Best Practice 분석,(PMI) Best Practice 분석 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
해외인사,(PMI) 계획 수립,(PMI) 계획 수립 요청 접수 로그 생성,V2-L6-0215,(PMI) 계획 수립,(PMI) 계획 수립 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
해외인사,(PMI) 계획 수립,(PMI) 계획 수립 요청 접수 로그 생성,V2-L6-0216,(PMI) 계획 수립,(PMI) 계획 수립 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
해외인사,(PMI) 계획 수립,PMI 통합실행계획서 확정,V2-L6-0217,(PMI) 계획 수립,(PMI) 계획 수립 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
해외인사,(실사) 시사점 도출 및 보고,(실사) 시사점 도출 생성,V2-L6-0212,(실사) 시사점 도출 및 보고,(실사) 시사점 도출 및 보고 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
해외인사,(실사) 시사점 도출 및 보고,실사 시사점 보고서 확정,V2-L6-0213,(실사) 시사점 도출 및 보고,(실사) 시사점 도출 및 보고 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
해외인사,(실사) 시사점 도출 및 보고,보고 요청 접수 로그 생성,V2-L6-0214,(실사) 시사점 도출 및 보고,(실사) 시사점 도출 및 보고 결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
해외인사,(실사) 실사결과 분석,(실사) 실사결과 분석 요청 접수 로그 생성,V2-L6-0209,(실사) 실사결과 분석,(실사) 실사결과 분석 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
해외인사,(실사) 실사결과 분석,(실사) 실사결과 분석 요청 접수 로그 생성,V2-L6-0210,(실사) 실사결과 분석,(실사) 실사결과 분석 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
해외인사,(실사) 실사결과 분석,실사결과 분석리포트 발행,V2-L6-0211,(실사) 실사결과 분석,(실사) 실사결과 분석 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
해외인사,(실사) 실사문서 독해,(실사) 실사문서 독해 요청 접수 로그 생성,V2-L6-0206,(실사) 실사문서 독해,(실사) 실사문서 독해 기준서 확정,상시,approval_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
해외인사,(실사) 실사문서 독해,실사문서 독해노트 등록,V2-L6-0207,(실사) 실사문서 독해,(실사) 실사문서 독해 결과표 등록,상시,analysis_report,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
해외인사,(실사) 실사문서 독해,(실사) 실사문서 독해 처리 결과 확정,V2-L6-0208,(실사) 실사문서 독해,(실사) 실사문서 독해 결과 통보 발송 완료,상시,notification_doc,명칭교정,행위형 표현을 결과 상태형 명칭으로 교정
해외인사,(실사) 실사문서 분류,(실사) 실사문서 분류 요청 접수 로그 생성,V2-L6-0203,(실사) 실사문서 분류,(실사) 실사문서 분류 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
해외인사,(실사) 실사문서 분류,(실사) 실사문서 분류 요청 접수 로그 생성,V2-L6-0204,(실사) 실사문서 분류,(실사) 실사문서 분류 결과표 등록,상시,analysis_report,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
해외인사,(실사) 실사문서 분류,실사문서 분류대장 확정,V2-L6-0205,(실사) 실사문서 분류,(실사) 실사문서 분류 결과 통보 발송 완료,상시,notification_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
해외인사,(자회사 운영) 운영 방식 개선,(자회사 운영) 운영 방식 개선 요청 접수 로그 생성,V2-L6-0224,(자회사 운영) 운영 방식 개선,(자회사 )  방식 개선 기준서 확정,상시,approval_doc,신규분할,원본 1개 활동을 3개 성과 활동으로 분해
