Activity_ID,L3(도메인),L4,L5,L6 Name,Cadence,Output Type,Digital Trace,seq,pre_dependency
V2-L6-0001,교육,교육과정설계,Pilot과정 운영,Pilot과정 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0754,제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),대상자 확정/변경(예외자/사유 확인) 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0753
V2-L6-0755,제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),1차 대상자 확정/변경(예외자/사유 확인) 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0754
V2-L6-0756,제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),변경(예외자 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0755
V2-L6-0757,제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),변경(예외자 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0756
V2-L6-0758,제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),사유 확인) 심사의결서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0757
V2-L6-0759,제도,피어리뷰,대상자 확정/변경(예외자/사유 확인),사유 확인) 결과통보서 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,7,V2-L6-0758
V2-L6-0760,제도,피어리뷰,피어리뷰 운영/ 임직원 소통,피어리뷰 / 임직원 소통 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0761,제도,피어리뷰,피어리뷰 운영/ 임직원 소통,피어리뷰 / 임직원 소통 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0760
V2-L6-0762,제도,피어리뷰,피어리뷰 운영/ 임직원 소통,1차 피어리뷰 / 임직원 소통 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0761
V2-L6-0763,제도,피어리뷰,피어리뷰 운영/ 임직원 소통,피어리뷰 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0762
V2-L6-0764,제도,피어리뷰,피어리뷰 운영/ 임직원 소통,임직원 소통 심사의결서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0763
V2-L6-0765,제도,피어리뷰,피어리뷰 운영/ 임직원 소통,임직원 소통 결과통보서 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0764
V2-L6-0766,채용,온보딩 관리,온보딩 관리,입사서류 제출 체크리스트 등록,수시,status_log,ATS 후보자 상태 전환 로그 | Offer 발송/수락 이벤트 로그 | 입사예정자 온보딩 상태 로그,1,
V2-L6-0767,채용,온보딩 관리,온보딩 관리,입사자 계정 생성 완료,수시,status_log,ATS 후보자 상태 전환 로그 | Offer 발송/수락 이벤트 로그 | 입사예정자 온보딩 상태 로그,2,V2-L6-0766
V2-L6-0768,채용,온보딩 관리,온보딩 관리,온보딩 일정표 확정,수시,approval_doc,ATS 승인 워크플로우 완료 로그 | 면접관/채용결재 결재선 완료 이력 | 채용 기준/합격안 확정 버전 기록,3,V2-L6-0767
V2-L6-0769,채용,온보딩 관리,온보딩 관리,입문교육 수료결과표 등록,수시,analysis_report,ATS 평가 결과 집계 로그 | 전형 점수표/평가표 생성 이력 | 후보자 단계 변경 이력,4,V2-L6-0768
V2-L6-0770,채용,온보딩 관리,온보딩 관리,수습평가 계획서 등록,수시,request_doc,ATS requisition 등록 로그 | JD/TO 요청서 접수 로그 | 채용요청 승인대기 상태 로그,5,V2-L6-0769
V2-L6-0771,채용,온보딩 관리,온보딩 관리,온보딩 완료 확인서 발행,수시,notification_doc,ATS 안내 메일 발송 로그 | 후보자 수신/열람 추적 로그 | 오퍼/전형 통보 이력,6,V2-L6-0770
V2-L6-0772,채용,온보딩 관리,온보딩 관리,수습평가 결과표 등록,수시,analysis_report,ATS 평가 결과 집계 로그 | 전형 점수표/평가표 생성 이력 | 후보자 단계 변경 이력,7,V2-L6-0771
V2-L6-0773,채용,온보딩 관리,온보딩 관리,온보딩 체크리스트 완료 상태 반영,수시,status_log,ATS 후보자 상태 전환 로그 | Offer 발송/수락 이벤트 로그 | 입사예정자 온보딩 상태 로그,8,V2-L6-0772
V2-L6-0774,채용,온보딩 관리,온보딩 관리,입사일 확정 통보 발송,수시,notification_doc,ATS 안내 메일 발송 로그 | 후보자 수신/열람 추적 로그 | 오퍼/전형 통보 이력,9,V2-L6-0773
V2-L6-0775,채용,인재 소싱,인재 소싱,소싱 채널 운영전략서 확정,수시,approval_doc,ATS 승인 워크플로우 완료 로그 | 면접관/채용결재 결재선 완료 이력 | 채용 기준/합격안 확정 버전 기록,1,
V2-L6-0776,채용,인재 소싱,인재 소싱,소싱 캠페인 집행 계획 등록,수시,request_doc,ATS requisition 등록 로그 | JD/TO 요청서 접수 로그 | 채용요청 승인대기 상태 로그,2,V2-L6-0775
V2-L6-0777,채용,인재 소싱,인재 소싱,후보자 발굴 리스트 등록,수시,analysis_report,ATS 평가 결과 집계 로그 | 전형 점수표/평가표 생성 이력 | 후보자 단계 변경 이력,3,V2-L6-0776
V2-L6-0778,채용,인재 소싱,인재 소싱,핵심인재 파이프라인 업데이트 완료,수시,status_log,ATS 후보자 상태 전환 로그 | Offer 발송/수락 이벤트 로그 | 입사예정자 온보딩 상태 로그,4,V2-L6-0777
V2-L6-0779,채용,인재 소싱,인재 소싱,채널 성과 분석 리포트 발행,수시,analysis_report,ATS 평가 결과 집계 로그 | 전형 점수표/평가표 생성 이력 | 후보자 단계 변경 이력,5,V2-L6-0778
V2-L6-0780,채용,인재 소싱,인재 소싱,채용공고 게시 로그 생성,수시,status_log,ATS 후보자 상태 전환 로그 | Offer 발송/수락 이벤트 로그 | 입사예정자 온보딩 상태 로그,6,V2-L6-0779
V2-L6-0781,채용,전형 관리,전형 관리,서류심사 기준표 확정,수시,approval_doc,ATS 승인 워크플로우 완료 로그 | 면접관/채용결재 결재선 완료 이력 | 채용 기준/합격안 확정 버전 기록,1,
V2-L6-0782,채용,전형 관리,전형 관리,서류전형 대상자 명단 등록,수시,analysis_report,ATS 평가 결과 집계 로그 | 전형 점수표/평가표 생성 이력 | 후보자 단계 변경 이력,2,V2-L6-0781
V2-L6-0783,채용,전형 관리,전형 관리,1차 서류평가 결과표 등록,수시,analysis_report,ATS 평가 결과 집계 로그 | 전형 점수표/평가표 생성 이력 | 후보자 단계 변경 이력,3,V2-L6-0782
V2-L6-0784,채용,전형 관리,전형 관리,서류합격자 통보 발송 완료,수시,notification_doc,ATS 안내 메일 발송 로그 | 후보자 수신/열람 추적 로그 | 오퍼/전형 통보 이력,4,V2-L6-0783
V2-L6-0785,채용,전형 관리,전형 관리,코딩테스트 대상자 명단 확정,수시,approval_doc,ATS 승인 워크플로우 완료 로그 | 면접관/채용결재 결재선 완료 이력 | 채용 기준/합격안 확정 버전 기록,5,V2-L6-0784
V2-L6-0786,채용,전형 관리,전형 관리,코딩테스트 결과표 등록,수시,analysis_report,ATS 평가 결과 집계 로그 | 전형 점수표/평가표 생성 이력 | 후보자 단계 변경 이력,6,V2-L6-0785
V2-L6-0787,채용,전형 관리,전형 관리,1차 면접 일정표 확정,수시,approval_doc,ATS 승인 워크플로우 완료 로그 | 면접관/채용결재 결재선 완료 이력 | 채용 기준/합격안 확정 버전 기록,7,V2-L6-0786
V2-L6-0788,채용,전형 관리,전형 관리,1차 면접 평가표 등록,수시,analysis_report,ATS 평가 결과 집계 로그 | 전형 점수표/평가표 생성 이력 | 후보자 단계 변경 이력,8,V2-L6-0787
V2-L6-0789,채용,전형 관리,전형 관리,2차 면접 일정표 확정,수시,approval_doc,ATS 승인 워크플로우 완료 로그 | 면접관/채용결재 결재선 완료 이력 | 채용 기준/합격안 확정 버전 기록,9,V2-L6-0788
V2-L6-0790,채용,전형 관리,전형 관리,2차 면접 평가표 등록,수시,analysis_report,ATS 평가 결과 집계 로그 | 전형 점수표/평가표 생성 이력 | 후보자 단계 변경 이력,10,V2-L6-0789
V2-L6-0791,채용,전형 관리,전형 관리,최종면접 일정표 확정,수시,approval_doc,ATS 승인 워크플로우 완료 로그 | 면접관/채용결재 결재선 완료 이력 | 채용 기준/합격안 확정 버전 기록,11,V2-L6-0790
V2-L6-0792,채용,전형 관리,전형 관리,최종면접 평가 종합표 등록,수시,analysis_report,ATS 평가 결과 집계 로그 | 전형 점수표/평가표 생성 이력 | 후보자 단계 변경 이력,12,V2-L6-0791
V2-L6-0793,채용,전형 관리,전형 관리,레퍼런스 체크 결과표 등록,수시,analysis_report,ATS 평가 결과 집계 로그 | 전형 점수표/평가표 생성 이력 | 후보자 단계 변경 이력,13,V2-L6-0792
V2-L6-0794,채용,전형 관리,전형 관리,최종합격자 명단 확정,수시,approval_doc,ATS 승인 워크플로우 완료 로그 | 면접관/채용결재 결재선 완료 이력 | 채용 기준/합격안 확정 버전 기록,14,V2-L6-0793
V2-L6-0795,채용,전형 관리,전형 관리,면접 피드백 회수 완료,수시,status_log,ATS 후보자 상태 전환 로그 | Offer 발송/수락 이벤트 로그 | 입사예정자 온보딩 상태 로그,15,V2-L6-0794
V2-L6-0796,채용,전형 관리,전형 관리,면접관 배정표 등록,수시,analysis_report,ATS 평가 결과 집계 로그 | 전형 점수표/평가표 생성 이력 | 후보자 단계 변경 이력,16,V2-L6-0795
V2-L6-0797,채용,전형 관리,전형 관리,전형 단계별 탈락사유 코드 등록,수시,status_log,ATS 후보자 상태 전환 로그 | Offer 발송/수락 이벤트 로그 | 입사예정자 온보딩 상태 로그,17,V2-L6-0796
V2-L6-0798,채용,전형 관리,전형 관리,합격자 처우협의 요청서 등록,수시,request_doc,ATS requisition 등록 로그 | JD/TO 요청서 접수 로그 | 채용요청 승인대기 상태 로그,18,V2-L6-0797
V2-L6-0799,채용,채용 계획·승인,채용 계획·승인,연간 채용수요 산정표 확정,연간,approval_doc,ATS 승인 워크플로우 완료 로그 | 면접관/채용결재 결재선 완료 이력 | 채용 기준/합격안 확정 버전 기록,1,
V2-L6-0800,채용,채용 계획·승인,채용 계획·승인,채용 TO 배정안 승인 완료,수시,approval_doc,ATS 승인 워크플로우 완료 로그 | 면접관/채용결재 결재선 완료 이력 | 채용 기준/합격안 확정 버전 기록,2,V2-L6-0799
V2-L6-0801,채용,채용 계획·승인,채용 계획·승인,직무기술서 승인본 등록,수시,approval_doc,ATS 승인 워크플로우 완료 로그 | 면접관/채용결재 결재선 완료 이력 | 채용 기준/합격안 확정 버전 기록,3,V2-L6-0800
V2-L6-0802,채용,채용 계획·승인,채용 계획·승인,채용 requisition 등록 완료,수시,request_doc,ATS requisition 등록 로그 | JD/TO 요청서 접수 로그 | 채용요청 승인대기 상태 로그,4,V2-L6-0801
V2-L6-0803,채용,채용 계획·승인,채용 계획·승인,채용 requisition 승인 완료,수시,approval_doc,ATS 승인 워크플로우 완료 로그 | 면접관/채용결재 결재선 완료 이력 | 채용 기준/합격안 확정 버전 기록,5,V2-L6-0802
V2-L6-0804,채용,채용 계획·승인,채용 계획·승인,채용공고 게시 승인 완료,수시,approval_doc,ATS 승인 워크플로우 완료 로그 | 면접관/채용결재 결재선 완료 이력 | 채용 기준/합격안 확정 버전 기록,6,V2-L6-0803
V2-L6-0805,채용,처우 협의,처우 협의,처우안 산정표 작성 완료,수시,analysis_report,ATS 평가 결과 집계 로그 | 전형 점수표/평가표 생성 이력 | 후보자 단계 변경 이력,1,
V2-L6-0806,채용,처우 협의,처우 협의,처우안 결재 승인 완료,수시,approval_doc,ATS 승인 워크플로우 완료 로그 | 면접관/채용결재 결재선 완료 이력 | 채용 기준/합격안 확정 버전 기록,2,V2-L6-0805
V2-L6-0807,채용,처우 협의,처우 협의,오퍼레터 발송 완료,수시,notification_doc,ATS 안내 메일 발송 로그 | 후보자 수신/열람 추적 로그 | 오퍼/전형 통보 이력,3,V2-L6-0806
V2-L6-0808,채용,처우 협의,처우 협의,오퍼 수락 상태 반영 완료,수시,status_log,ATS 후보자 상태 전환 로그 | Offer 발송/수락 이벤트 로그 | 입사예정자 온보딩 상태 로그,4,V2-L6-0807
V2-L6-0809,채용,처우 협의,처우 협의,입사 확정 통보 발송 완료,수시,notification_doc,ATS 안내 메일 발송 로그 | 후보자 수신/열람 추적 로그 | 오퍼/전형 통보 이력,5,V2-L6-0808
V2-L6-0810,채용,처우 협의,처우 협의,오퍼 조건 변경 이력 등록,수시,status_log,ATS 후보자 상태 전환 로그 | Offer 발송/수락 이벤트 로그 | 입사예정자 온보딩 상태 로그,6,V2-L6-0809
V2-L6-0811,채용,처우 협의,처우 협의,최종 오퍼 승인본 등록,수시,approval_doc,ATS 승인 워크플로우 완료 로그 | 면접관/채용결재 결재선 완료 이력 | 채용 기준/합격안 확정 버전 기록,7,V2-L6-0810
V2-L6-0812,총무,공통,파견자 문의 대응,파견자 문의 대응 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0813,총무,공통,파견자 문의 대응,파견자 문의 대응 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0812
V2-L6-0814,총무,공통,파견자 문의 대응,파견자 문의 대응 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0813
V2-L6-0815,총무,사내 서비스 운영,날인 및 증명서 관리,날인 및 증명서 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0816,총무,사내 서비스 운영,날인 및 증명서 관리,날인 및 증명서 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0815
V2-L6-0817,총무,사내 서비스 운영,날인 및 증명서 관리,날인 및 증명서 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0816
V2-L6-0818,총무,사내 서비스 운영,다회용기 업체 운영,다회용기 업체 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0819,총무,사내 서비스 운영,다회용기 업체 운영,다회용기 업체 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0818
V2-L6-0820,총무,사내 서비스 운영,다회용기 업체 운영,1차 다회용기 업체 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0819
V2-L6-0821,총무,사내 서비스 운영,다회용기 업체 운영,다회용기 정산내역서 발행,상시,settlement_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0820
V2-L6-0822,총무,사내 서비스 운영,대외유관 기관/업체 운영,대외유관 기관/업체 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0823,총무,사내 서비스 운영,대외유관 기관/업체 운영,대외유관 기관/업체 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0822
V2-L6-0824,총무,사내 서비스 운영,대외유관 기관/업체 운영,대외유관 기관/업체 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0823
V2-L6-0825,총무,사내 서비스 운영,두발로 운영,두발로 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0826,총무,사내 서비스 운영,두발로 운영,두발로 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0825
V2-L6-0827,총무,사내 서비스 운영,두발로 운영,1차 두발로 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0826
V2-L6-0828,총무,사내 서비스 운영,두발로 운영,두발로 이용통계 리포트 발행,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0827
V2-L6-0829,총무,사내 서비스 운영,사내 전화(S-Calling) 운영,사내 전화(S-Calling) 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0830,총무,사내 서비스 운영,사내 전화(S-Calling) 운영,사내 전화(S-Calling) 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0829
V2-L6-0831,총무,사내 서비스 운영,사내 전화(S-Calling) 운영,1차 사내 전화(S-Calling) 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0830
V2-L6-0832,총무,사내 서비스 운영,사내 전화(S-Calling) 운영,월간 통화품질 리포트 발행,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0831
V2-L6-0833,총무,사내 서비스 운영,사내 화물 운영,사내 화물 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0834,총무,사내 서비스 운영,사내 화물 운영,사내 화물 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0833
V2-L6-0835,총무,사내 서비스 운영,사내 화물 운영,사내 화물 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0834
V2-L6-0836,총무,사내 서비스 운영,안내센터 운영,안내센터 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0837,총무,사내 서비스 운영,안내센터 운영,안내센터 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0836
V2-L6-0838,총무,사내 서비스 운영,안내센터 운영,1차 안내센터 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0837
V2-L6-0839,총무,사내 서비스 운영,안내센터 운영,VIP 방문지원 결과보고서 발행,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0838
V2-L6-0840,총무,사내 인프라 관리,건물 관리 (공조 등),건물 (공조 등) 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0841,총무,사내 인프라 관리,건물 관리 (공조 등),건물 (공조 등) 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0840
V2-L6-0842,총무,사내 인프라 관리,건물 관리 (공조 등),건물 (공조 등) 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0841
V2-L6-0843,총무,사내 인프라 관리,비품 관리,비품 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0844,총무,사내 인프라 관리,비품 관리,비품 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0843
V2-L6-0845,총무,사내 인프라 관리,비품 관리,비품 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0844
V2-L6-0846,총무,사내 인프라 관리,사내식당 관리,사내식당 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0847,총무,사내 인프라 관리,사내식당 관리,사내식당 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0846
V2-L6-0848,총무,사내 인프라 관리,사내식당 관리,사내식당 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0847
V2-L6-0849,총무,사내 인프라 관리,사무실 레이아웃 관리,사무실 레이아웃 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0850,총무,사내 인프라 관리,사무실 레이아웃 관리,사무실 레이아웃 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0849
V2-L6-0851,총무,사내 인프라 관리,사무실 레이아웃 관리,사무실 레이아웃 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0850
V2-L6-0852,총무,사내 인프라 관리,사택 관리,사택 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0853,총무,사내 인프라 관리,사택 관리,사택 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0852
V2-L6-0854,총무,사내 인프라 관리,사택 관리,사택 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0853
V2-L6-0855,총무,사내 인프라 관리,"숙박시설 운영 (기숙사, 포레스트)","숙박시설 (기숙사, 포레스트) 기준서 확정",상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0856,총무,사내 인프라 관리,"숙박시설 운영 (기숙사, 포레스트)","숙박시설 (기숙사, 포레스트) 결과표 등록",상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0855
V2-L6-0857,총무,사내 인프라 관리,"숙박시설 운영 (기숙사, 포레스트)","1차 숙박시설 (기숙사, 포레스트) 결과표 등록",상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0856
V2-L6-0858,총무,사내 인프라 관리,"숙박시설 운영 (기숙사, 포레스트)",포레스트 배정승인서 발행,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0857
V2-L6-0859,총무,사내 인프라 관리,외부 사무실 운영,외부 사무실 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0860,총무,사내 인프라 관리,외부 사무실 운영,외부 사무실 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0859
V2-L6-0861,총무,사내 인프라 관리,외부 사무실 운영,외부 사무실 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0860
V2-L6-0862,총무,사내 인프라 관리,임직원 사진관리,임직원 사진관리 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0863,총무,사내 인프라 관리,임직원 사진관리,임직원 사진관리 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0862
V2-L6-0864,총무,사내 인프라 관리,임직원 사진관리,임직원 사진관리 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0863
V2-L6-0865,총무,사내 인프라 관리,주차장 관리,주차장 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0866,총무,사내 인프라 관리,주차장 관리,주차장 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0865
V2-L6-0867,총무,사내 인프라 관리,주차장 관리,주차장 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0866
V2-L6-0868,총무,사내 인프라 관리,피트니스 관리,피트니스 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0869,총무,사내 인프라 관리,피트니스 관리,피트니스 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0868
V2-L6-0870,총무,사내 인프라 관리,피트니스 관리,피트니스 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0869
V2-L6-0871,총무,사내 인프라 관리,회의실 운영,회의실 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0872,총무,사내 인프라 관리,회의실 운영,회의실 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0871
V2-L6-0873,총무,사내 인프라 관리,회의실 운영,회의실 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0872
V2-L6-0874,총무,임직원 지원,임원 지원,임원 지원 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0875,총무,임직원 지원,임원 지원,임원 지원 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0874
V2-L6-0876,총무,임직원 지원,임원 지원,임원 지원 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0875
V2-L6-0877,총무,임직원 지원,임직원 출장지원,임직원 출장지원 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0878,총무,임직원 지원,임직원 출장지원,임직원 출장지원 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0877
V2-L6-0879,총무,임직원 지원,임직원 출장지원,임직원 출장지원 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0878
V2-L6-0880,총무,차량 관리,법인 차량 관리,법인 차량 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0881,총무,차량 관리,법인 차량 관리,법인 차량 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0880
V2-L6-0882,총무,차량 관리,법인 차량 관리,법인 차량 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0881
