도메인,L4,L5,L6_세부업무명,산출물_형태(보고서/티켓/로그),시스템_증거(디지털_발자국)
총무,사내 서비스 운영,날인 및 증명서 관리,증명서 발급요청 티켓 생성,ticket_log,그룹웨어 티켓번호 생성 | 메일 제목: 증명서 발급 요청 접수 안내 | 처리상태 변경 로그: 접수완료
기획,전략 수립,전사 인사전략 워크샵,전사 인사전략 워크샵 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 전사 인사전략 워크샵 | 회의록 저장 로그 | 메일 제목: 전사 인사전략 워크샵 자료 공유
기획,전략 수립,전사 인사전략 워크샵,전사 인사전략 워크샵 계획안 확정,plan_doc,계획안 결재 승인 로그: 전사 인사전략 워크샵 | 버전 잠금 로그 | 주간/월간 추적 로그: 전사 인사전략 워크샵
기획,전략 수립,People팀 조직목표 수립,People팀 조직목표 수립 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: People팀 조직목표 수립 | 회의록 저장 로그 | 메일 제목: People팀 조직목표 수립 자료 공유
기획,전략 수립,People팀 조직목표 수립,People팀 조직목표 수립 계획안 확정,plan_doc,계획안 결재 승인 로그: People팀 조직목표 수립 | 버전 잠금 로그 | 주간/월간 추적 로그: People팀 조직목표 수립
기획,전략 수립,인사전략 수립,인사전략 수립 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 인사전략 수립 | 회의록 저장 로그 | 메일 제목: 인사전략 수립 자료 공유
기획,전략 수립,인사전략 수립,인사전략 수립 계획안 확정,plan_doc,계획안 결재 승인 로그: 인사전략 수립 | 버전 잠금 로그 | 주간/월간 추적 로그: 인사전략 수립
기획,자료 작성,신임임원 등 경영진 교육자료 작성,신임임원 등 경영진 교육자료 작성 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 신임임원 등 경영진 교육자료 작성 | 회의록 저장 로그 | 메일 제목: 신임임원 등 경영진 교육자료 작성 자료 공유
기획,자료 작성,신임임원 등 경영진 교육자료 작성,신임임원 등 경영진 교육자료 작성 계획안 확정,plan_doc,계획안 결재 승인 로그: 신임임원 등 경영진 교육자료 작성 | 버전 잠금 로그 | 주간/월간 추적 로그: 신임임원 등 경영진 교육자료 작성
기획,자료 작성,주주총회 등 외부 행사 내 인사 관련 자료 작성,주주총회 등 외부 행사 내 인사 관련 자료 작성 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 주주총회 등 외부 행사 내 인사 관련 자료 작성 | 회의록 저장 로그 | 메일 제목: 주주총회 등 외부 행사 내 인사 관련 자료 작성 자료 공유
기획,자료 작성,주주총회 등 외부 행사 내 인사 관련 자료 작성,주주총회 등 외부 행사 내 인사 관련 자료 작성 계획안 확정,plan_doc,계획안 결재 승인 로그: 주주총회 등 외부 행사 내 인사 관련 자료 작성 | 버전 잠금 로그 | 주간/월간 추적 로그: 주주총회 등 외부 행사 내 인사 관련 자료 작성
기획,자료 작성,팀 연간 업무일정표 및 주요일정 작성,팀 연간 업무일정표 및 주요일정 작성 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 팀 연간 업무일정표 및 주요일정 작성 | 회의록 저장 로그 | 메일 제목: 팀 연간 업무일정표 및 주요일정 작성 자료 공유
기획,자료 작성,팀 연간 업무일정표 및 주요일정 작성,팀 연간 업무일정표 및 주요일정 작성 계획안 확정,plan_doc,계획안 결재 승인 로그: 팀 연간 업무일정표 및 주요일정 작성 | 버전 잠금 로그 | 주간/월간 추적 로그: 팀 연간 업무일정표 및 주요일정 작성
기획,자료 작성,간담회 등 인사현안/지표 자료 작성,간담회 등 인사현안·지표 자료 작성 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 간담회 등 인사현안·지표 자료 작성 | 회의록 저장 로그 | 메일 제목: 간담회 등 인사현안·지표 자료 작성 자료 공유
기획,자료 작성,간담회 등 인사현안/지표 자료 작성,간담회 등 인사현안·지표 자료 작성 계획안 확정,plan_doc,계획안 결재 승인 로그: 간담회 등 인사현안·지표 자료 작성 | 버전 잠금 로그 | 주간/월간 추적 로그: 간담회 등 인사현안·지표 자료 작성
기획,자료 작성,인사업무 지식 관리,인사업무 지식 관리 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 인사업무 지식 관리 | 회의록 저장 로그 | 메일 제목: 인사업무 지식 관리 자료 공유
기획,자료 작성,인사업무 지식 관리,인사업무 지식 관리 계획안 확정,plan_doc,계획안 결재 승인 로그: 인사업무 지식 관리 | 버전 잠금 로그 | 주간/월간 추적 로그: 인사업무 지식 관리
기획,자료 작성,People팀 조직 및 인력 현황 작성,People팀 조직 및 인력 현황 작성 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: People팀 조직 및 인력 현황 작성 | 회의록 저장 로그 | 메일 제목: People팀 조직 및 인력 현황 작성 자료 공유
기획,자료 작성,People팀 조직 및 인력 현황 작성,People팀 조직 및 인력 현황 작성 계획안 확정,plan_doc,계획안 결재 승인 로그: People팀 조직 및 인력 현황 작성 | 버전 잠금 로그 | 주간/월간 추적 로그: People팀 조직 및 인력 현황 작성
기획,자료 작성,People팀 주간업무 작성,People팀 주간업무 작성 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: People팀 주간업무 작성 | 회의록 저장 로그 | 메일 제목: People팀 주간업무 작성 자료 공유
기획,자료 작성,People팀 주간업무 작성,People팀 주간업무 작성 계획안 확정,plan_doc,계획안 결재 승인 로그: People팀 주간업무 작성 | 버전 잠금 로그 | 주간/월간 추적 로그: People팀 주간업무 작성
기획,People Analytics,데이터 분석,데이터 분석 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 데이터 분석 | 회의록 저장 로그 | 메일 제목: 데이터 분석 자료 공유
기획,People Analytics,데이터 분석,데이터 분석 계획안 확정,plan_doc,계획안 결재 승인 로그: 데이터 분석 | 버전 잠금 로그 | 주간/월간 추적 로그: 데이터 분석
기획,People Analytics,인사이트 발굴,인사이트 발굴 회의록·자료집 발행,minutes_doc,그룹웨어 문서번호 생성: 인사이트 발굴 | 회의록 저장 로그 | 메일 제목: 인사이트 발굴 자료 공유
기획,People Analytics,인사이트 발굴,인사이트 발굴 계획안 확정,plan_doc,계획안 결재 승인 로그: 인사이트 발굴 | 버전 잠금 로그 | 주간/월간 추적 로그: 인사이트 발굴
