[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,주체,전략 사유,분해유형,L5_유형,L6_순번
보상/근태,지급업무,연차수당,(데이터 없음),보상/근태,지급업무,연차수당,연차수당 대상자·금액 추출,DW,미사용 연차 기준 자동 산정·추출,L5→L6,T08,1
보상/근태,지급업무,연차수당,(데이터 없음),보상/근태,지급업무,연차수당,연차수당 지급 처리 등록,DW,Workday 연차수당 지급 등록,L5→L6,T08,2
보상/근태,퇴직정산,퇴직자 미지급액 지급,(데이터 없음),보상/근태,퇴직정산,퇴직자 미지급액 지급,미지급액 산정 추출,DW,퇴직자 미지급액 자동 산정·추출,L5→L6,T08,1
보상/근태,퇴직정산,퇴직자 미지급액 지급,(데이터 없음),보상/근태,퇴직정산,퇴직자 미지급액 지급,미지급액 지급 처리 등록,DW,Workday 미지급액 지급 등록,L5→L6,T08,2
보상/근태,퇴직정산,퇴직금 지급,(데이터 없음),보상/근태,퇴직정산,퇴직금 지급,퇴직금 산정 추출,DW,재직기간·임금 기준 퇴직금 자동 산정,L5→L6,T08,1
보상/근태,퇴직정산,퇴직금 지급,(데이터 없음),보상/근태,퇴직정산,퇴직금 지급,퇴직금 지급 확정,HR,퇴직금 지급 금액·일정 HR 확정,L5→L6,T08,2
보상/근태,퇴직정산,퇴직금 지급,(데이터 없음),보상/근태,퇴직정산,퇴직금 지급,퇴직금 지급 처리 등록,DW,Workday 퇴직금 지급 등록,L5→L6,T08,3
보상/근태,퇴직정산,퇴직연금,(데이터 없음),보상/근태,퇴직정산,퇴직연금,퇴직연금 적립 현황 추출,DW,퇴직연금 적립 현황 자동 추출,L5→L6,T08,1
보상/근태,퇴직정산,퇴직연금,(데이터 없음),보상/근태,퇴직정산,퇴직연금,퇴직연금 지급 확정,HR,퇴직연금 지급 조건 HR 확정,L5→L6,T08,2
보상/근태,퇴직정산,퇴직연금,(데이터 없음),보상/근태,퇴직정산,퇴직연금,퇴직연금 지급 등록,DW,Workday 퇴직연금 지급 등록,L5→L6,T08,3
보상/근태,연말정산,연말정산,(데이터 없음),보상/근태,연말정산,연말정산,연말정산 공제 자료 취합,DW,임직원 공제 자료 자동 취합,L5→L6,T08,1
보상/근태,연말정산,연말정산,(데이터 없음),보상/근태,연말정산,연말정산,연말정산 결과 확정,HR,공제 항목 검토 후 HR 확정,L5→L6,T08,2
보상/근태,연말정산,연말정산,(데이터 없음),보상/근태,연말정산,연말정산,연말정산 결과 등록,DW,Workday 연말정산 결과 등록,L5→L6,T08,3
보상/근태,보상기획,경영계획,(데이터 없음),보상/근태,보상기획,경영계획,보상 경영계획 기초 데이터 추출,DW,전년 보상 현황 자동 추출,L5→L6,T01,1
보상/근태,보상기획,경영계획,(데이터 없음),보상/근태,보상기획,경영계획,보상 경영계획 확정,HR,보상 경영계획 HR 확정,L5→L6,T01,2
보상/근태,보상기획,임금조정,(데이터 없음),보상/근태,보상기획,임금조정,임금조정 대상자 현황 추출,DW,임금조정 대상자 시스템 추출,L5→L6,T06,1
보상/근태,보상기획,임금조정,(데이터 없음),보상/근태,보상기획,임금조정,임금조정 기준 확정,HR,임금조정 기준·인상률 HR 확정,L5→L6,T06,2
보상/근태,보상기획,임금조정,(데이터 없음),보상/근태,보상기획,임금조정,임금조정 결과 등록,DW,Workday 임금조정 결과 등록,L5→L6,T06,3
보상/근태,법정복리후생,국민연금 정기결정,(데이터 없음),보상/근태,법정복리후생,국민연금 정기결정,국민연금 정기결정 대상자 추출,DW,정기결정 대상자 자동 추출,L5→L6,T08,1
보상/근태,법정복리후생,국민연금 정기결정,(데이터 없음),보상/근태,법정복리후생,국민연금 정기결정,국민연금 정기결정 신고 등록,DW,공단 국민연금 정기결정 신고 등록,L5→L6,T08,2
보상/근태,법정복리후생,국민연금,(데이터 없음),보상/근태,법정복리후생,국민연금,국민연금 보험료 납부 처리 등록,DW,Workday 국민연금 보험료 납부 등록,L5→L6,T08,1
보상/근태,법정복리후생,건강보험,(데이터 없음),보상/근태,법정복리후생,건강보험,건강보험료 납부 처리 등록,DW,Workday 건강보험료 납부 등록,L5→L6,T08,1
보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,(데이터 없음),보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,건강보험 정산 처리 등록,DW,건강보험 연말 정산 등록,L5→L6,T08,1
보상/근태,법정복리후생,고용보험,(데이터 없음),보상/근태,법정복리후생,고용보험,고용보험료 신고 처리 등록,DW,고용보험 신고 등록,L5→L6,T08,1
보상/근태,법정복리후생,고용보험 자격관리,(데이터 없음),보상/근태,법정복리후생,고용보험 자격관리,고용보험 자격 변동 등록,DW,입퇴사·계약변경 시 자격 변동 등록,L5→L6,T08,1
보상/근태,법정복리후생,산재보험 신고,(데이터 없음),보상/근태,법정복리후생,산재보험 신고,산재보험 신고 등록,DW,산재 발생 시 공단 신고 등록,L5→L6,T08,1
보상/근태,법정복리후생,산재보험,(데이터 없음),보상/근태,법정복리후생,산재보험,산재보험 처리 등록,DW,산재 처리 결과 등록,L5→L6,T08,1
보상/근태,기업복리후생,개인연금,(데이터 없음),보상/근태,기업복리후생,개인연금,개인연금 납부 처리 등록,DW,개인연금 납부 자동 처리 등록,L5→L6,T08,1
보상/근태,기업복리후생,개인연금운영(납입액 변경),(데이터 없음),보상/근태,기업복리후생,개인연금운영(납입액 변경),개인연금 납입액 변경 접수,DW,납입액 변경 신청 자동 접수,L5→L6,T08,1
보상/근태,기업복리후생,개인연금운영(납입액 변경),(데이터 없음),보상/근태,기업복리후생,개인연금운영(납입액 변경),개인연금 납입액 변경 등록,DW,변경된 납입액 시스템 등록,L5→L6,T08,2
보상/근태,기업복리후생,의료비,(데이터 없음),보상/근태,기업복리후생,의료비,의료비 지급 신청 접수,DW,의료비 지급 신청 자동 접수,L5→L6,T08,1
보상/근태,기업복리후생,의료비,(데이터 없음),보상/근태,기업복리후생,의료비,의료비 지급 처리 등록,DW,Workday 의료비 지급 등록,L5→L6,T08,2
보상/근태,기업복리후생,학자금,(데이터 없음),보상/근태,기업복리후생,학자금,학자금 지원 신청 접수,DW,학자금 지원 신청 자동 접수,L5→L6,T08,1
보상/근태,기업복리후생,학자금,(데이터 없음),보상/근태,기업복리후생,학자금,학자금 지급 처리 등록,DW,Workday 학자금 지급 등록,L5→L6,T08,2
보상/근태,기업복리후생,워터파크,(데이터 없음),보상/근태,기업복리후생,워터파크,워터파크 이용 신청 접수,DW,이용 신청 자동 접수,L5→L6,T12,1
보상/근태,기업복리후생,워터파크,(데이터 없음),보상/근태,기업복리후생,워터파크,워터파크 이용권 발송,DW,이용권 자동 발송,L5→L6,T12,2
보상/근태,기업복리후생,휴양소,(데이터 없음),보상/근태,기업복리후생,휴양소,휴양소 이용 신청 접수,DW,휴양소 이용 신청 자동 접수,L5→L6,T12,1
보상/근태,기업복리후생,휴양소,(데이터 없음),보상/근태,기업복리후생,휴양소,휴양소 이용 확정 발송,DW,이용 확정 자동 발송,L5→L6,T12,2
보상/근태,기업복리후생,대부금,(데이터 없음),보상/근태,기업복리후생,대부금,대부금 신청 접수,DW,대부금 신청 자동 접수,L5→L6,T08,1
보상/근태,기업복리후생,대부금,(데이터 없음),보상/근태,기업복리후생,대부금,대부금 지급 승인,HR,대부금 지급 조건 검토 HR 승인,L5→L6,T08,2
보상/근태,기업복리후생,대부금,(데이터 없음),보상/근태,기업복리후생,대부금,대부금 지급 등록,DW,Workday 대부금 지급 등록,L5→L6,T08,3
보상/근태,기업복리후생,임직원검진,(데이터 없음),보상/근태,기업복리후생,임직원검진,임직원검진 대상자 명단 추출,DW,건강검진 대상자 자동 추출,L5→L6,T12,1
보상/근태,기업복리후생,임직원검진,(데이터 없음),보상/근태,기업복리후생,임직원검진,임직원검진 일정 안내문 발송,DW,건강검진 일정 자동 발송,L5→L6,T12,2
보상/근태,근태운영 및 관리,근무형태 생성,(데이터 없음),보상/근태,근태운영 및 관리,근무형태 생성,근무형태 시스템 등록,DW,Workday 근무형태 등록,L5→L6,T08,1
보상/근태,근태운영 및 관리,근무유형생성,(데이터 없음),보상/근태,근태운영 및 관리,근무유형생성,근무유형 시스템 등록,DW,Workday 근무유형 등록,L5→L6,T08,1
보상/근태,근태운영 및 관리,Office근무시간오류관리,(데이터 없음),보상/근태,근태운영 및 관리,Office근무시간오류관리,근무시간 오류 명단 추출,DW,근무시간 오류 자동 추출,L5→L6,T08,1
보상/근태,근태운영 및 관리,Office근무시간오류관리,(데이터 없음),보상/근태,근태운영 및 관리,Office근무시간오류관리,근무시간 오류 조치 확정,HR,오류 원인 검토 후 HR 조치 확정,L5→L6,T08,2
보상/근태,근태운영 및 관리,초과근무시간반영,(데이터 없음),보상/근태,근태운영 및 관리,초과근무시간반영,초과근무시간 반영 처리 등록,DW,Workday 초과근무 자동 반영,L5→L6,T08,1
보상/근태,근태운영 및 관리,일반근태,(데이터 없음),보상/근태,근태운영 및 관리,일반근태,일반 근태 현황 추출,DW,Workday 근태 현황 자동 추출,L5→L6,T08,1
보상/근태,근태운영 및 관리,임직원휴가생성,(데이터 없음),보상/근태,근태운영 및 관리,임직원휴가생성,임직원 휴가 시스템 등록,DW,Workday 임직원 휴가 자동 등록,L5→L6,T08,1
노사,조직문화,Change Agent,(데이터 없음),노사,조직문화,Change Agent,Change Agent 후보 명단 확정,HR,Change Agent 선발 기준 HR 확정,L5→L6,T10,1
노사,조직문화,Change Agent,(데이터 없음),노사,조직문화,Change Agent,Change Agent 활동 결과 취합,HR,Change Agent 활동 HR 수행·결과 취합,L5→L6,T10,2
노사,조직문화,SCI 진단,(데이터 없음),노사,조직문화,SCI 진단,SCI 진단 대상자 명단 추출,DW,SCI 진단 대상자 시스템 추출,L5→L6,T09,1
노사,조직문화,SCI 진단,(데이터 없음),노사,조직문화,SCI 진단,SCI 진단 결과 분석 보고서 확정,HR,SCI 진단 결과 분석 보고서 HR 확정,L5→L6,T09,2
노사,조직문화,Culture Week,(데이터 없음),노사,조직문화,Culture Week,Culture Week 운영 계획 확정,HR,Culture Week 운영 기획 HR 확정,L5→L6,T04,1
노사,조직문화,Culture Week,(데이터 없음),노사,조직문화,Culture Week,Culture Week 운영 결과 취합,HR,Culture Week 행사 운영 HR 수행,L5→L6,T04,2
노사,조직문화,타운홀미팅,(데이터 없음),노사,조직문화,타운홀미팅,타운홀미팅 운영 계획 확정,HR,타운홀미팅 일정·의제 HR 확정,L5→L6,T04,1
노사,조직문화,타운홀미팅,(데이터 없음),노사,조직문화,타운홀미팅,타운홀미팅 결과 취합,HR,타운홀미팅 HR 주관·결과 취합,L5→L6,T04,2
노사,조직문화,My Pulse 서베이,(데이터 없음),노사,조직문화,My Pulse 서베이,My Pulse 서베이 대상자 명단 추출,DW,서베이 대상자 시스템 추출,L5→L6,T09,1
노사,조직문화,My Pulse 서베이,(데이터 없음),노사,조직문화,My Pulse 서베이,My Pulse 서베이 결과 분석 보고서 확정,HR,서베이 결과 분석 보고서 HR 확정,L5→L6,T09,2
노사,협의회,협의위원,(데이터 없음),노사,협의회,협의위원,협의위원 명단 확정,HR,협의위원 선출·확정 HR 주관,L5→L6,T08,1
노사,협의회,협의위원,(데이터 없음),노사,협의회,협의위원,협의위원 명단 등록,DW,시스템 협의위원 명단 등록,L5→L6,T08,2
노사,협의회,정기협의회,(데이터 없음),노사,협의회,정기협의회,정기협의회 운영 계획 확정,HR,협의회 일정·의제 HR 확정,L5→L6,T04,1
노사,협의회,정기협의회,(데이터 없음),노사,협의회,정기협의회,정기협의회 회의록 확정,HR,협의회 결과 회의록 HR 확정,L5→L6,T04,2
노사,협의회,사업장 행사,(데이터 없음),노사,협의회,사업장 행사,사업장 행사 운영 계획 확정,HR,행사 기획 HR 확정,L5→L6,T04,1
노사,협의회,사업장 행사,(데이터 없음),노사,협의회,사업장 행사,사업장 행사 운영 결과 취합,HR,행사 운영 HR 주관,L5→L6,T04,2
노사,협의회,여가지원 행사,(데이터 없음),노사,협의회,여가지원 행사,여가지원 행사 운영 계획 확정,HR,여가지원 행사 기획 HR 확정,L5→L6,T04,1
노사,협의회,여가지원 행사,(데이터 없음),노사,협의회,여가지원 행사,여가지원 행사 운영 결과 취합,HR,여가지원 행사 HR 주관,L5→L6,T04,2
노사,노동조합,조합관리,(데이터 없음),노사,노동조합,조합관리,조합원 현황 추출,DW,조합원 현황 시스템 추출,L5→L6,T08,1
노사,노동조합,조합관리,(데이터 없음),노사,노동조합,조합관리,조합원 관리 현황 확정,HR,조합원 변동 사항 HR 확정,L5→L6,T08,2
노사,노동조합,교섭창구,(데이터 없음),노사,노동조합,교섭창구,교섭창구 단일화 결과 확정,HR,교섭창구 단일화 절차 HR 주관,L5→L6,T11,1
노사,노동조합,단체교섭,(데이터 없음),노사,노동조합,단체교섭,교섭 요구안 취합,HR,노조 교섭 요구안 HR 취합,L5→L6,T11,1
노사,노동조합,단체교섭,(데이터 없음),노사,노동조합,단체교섭,단체교섭 합의안 확정,HR,단체교섭 협의 후 합의안 HR 확정,L5→L6,T11,2
노사,노동조합,분쟁조정,(데이터 없음),노사,노동조합,분쟁조정,분쟁조정 신청 접수,DW,분쟁조정 신청 자동 접수,L5→L6,T11,1
노사,노동조합,분쟁조정,(데이터 없음),노사,노동조합,분쟁조정,분쟁조정 결과 확정,HR,분쟁조정 결과 HR 확정,L5→L6,T11,2
노사,노동조합,쟁의행위,(데이터 없음),노사,노동조합,쟁의행위,쟁의행위 대응 방안 확정,HR,쟁의행위 대응 방향 HR 확정,L5→L6,T11,1
노사,노동조합,단체협약,(데이터 없음),노사,노동조합,단체협약,단체협약 합의안 확정,HR,단체협약 협의 후 합의안 HR 확정,L5→L6,T11,1
노사,노동조합,단체협약,(데이터 없음),노사,노동조합,단체협약,단체협약서 발행,HR,단체협약서 공식 발행,L5→L6,T11,2
노사,ER,직장내괴롭힘,(데이터 없음),노사,ER,직장내괴롭힘,괴롭힘 신고 접수,DW,신고 시스템 자동 접수,L5→L6,T02,1
노사,ER,직장내괴롭힘,(데이터 없음),노사,ER,직장내괴롭힘,괴롭힘 조사 결과 확정,HR,조사·면담 후 결과 HR 확정,L5→L6,T02,2
노사,ER,희망퇴직,(데이터 없음),노사,ER,희망퇴직,희망퇴직 신청 접수,DW,희망퇴직 신청 자동 접수,L5→L6,T06,1
노사,ER,희망퇴직,(데이터 없음),노사,ER,희망퇴직,희망퇴직 대상자 명단 확정,HR,신청자 심사 후 HR 최종 확정,L5→L6,T06,2
노사,ER,동향파악,(데이터 없음),노사,ER,동향파악,노사 동향 조사 결과 취합,HR,현장 동향 파악 HR 수행,L5→L6,T09,1
노사,ER,마음건강,(데이터 없음),노사,ER,마음건강,마음건강 프로그램 운영 계획 확정,HR,마음건강 지원 프로그램 HR 기획,L5→L6,T10,1
노사,ER,마음건강,(데이터 없음),노사,ER,마음건강,마음건강 프로그램 운영 결과 취합,HR,프로그램 운영 HR 주관,L5→L6,T10,2
노사,ER,상호존중문화,(데이터 없음),노사,ER,상호존중문화,상호존중문화 캠페인 계획 확정,HR,캠페인 기획 HR 확정,L5→L6,T10,1
노사,ER,상호존중문화,(데이터 없음),노사,ER,상호존중문화,상호존중문화 캠페인 결과 취합,HR,캠페인 운영 HR 주관,L5→L6,T10,2
노사,ER,여성ER,(데이터 없음),노사,ER,여성ER,여성ER 프로그램 운영 계획 확정,HR,여성ER 지원 방안 HR 확정,L5→L6,T10,1
노사,ER,여성ER,(데이터 없음),노사,ER,여성ER,여성ER 프로그램 운영 결과 취합,HR,여성ER 프로그램 HR 주관,L5→L6,T10,2
노사,ER,생일자 기념쿠키 지급,(데이터 없음),노사,ER,생일자 기념쿠키 지급,생일자 명단 추출,DW,월별 생일자 자동 추출,L5→L6,T13,1
노사,ER,생일자 기념쿠키 지급,(데이터 없음),노사,ER,생일자 기념쿠키 지급,생일 쿠키 발송,SSC,물리적 쿠키 발송 — SSC 검토,L5→L6,T13,2
노사,사건사고 관리,면담질문지 준비,(데이터 없음),노사,사건사고 관리,면담질문지 준비,면담질문지 확정,HR,사건 맞춤 면담질문지 HR 작성·확정,L5→L6,T01,1
노사,사건사고 관리,면담기록/요약,(데이터 없음),노사,사건사고 관리,면담기록/요약,면담 기록·요약 확정,HR,면담 결과 기록 HR 확정,L5→L6,T03,1
노사,사건사고 관리,유사사례 및 판례 확인,(데이터 없음),노사,사건사고 관리,유사사례 및 판례 확인,유사사례·판례 취합,DW,DB 유사사례·판례 자동 추출,L5→L6,T09,1
노사,사건사고 관리,징계양정 제안,(데이터 없음),노사,사건사고 관리,징계양정 제안,징계양정 제안안 확정,HR,유사사례 참조 징계양정 제안 HR 확정,L5→L6,T02,1
총무,사내 서비스 운영,날인 및 증명서 관리,(데이터 없음),총무,사내 서비스 운영,날인 및 증명서 관리,날인·증명서 발급 신청 접수,DW,날인·증명서 신청 자동 접수,L5→L6,T12,1
총무,사내 서비스 운영,날인 및 증명서 관리,(데이터 없음),총무,사내 서비스 운영,날인 및 증명서 관리,날인·증명서 발급 승인,HR,발급 내용 확인 후 HR 승인,L5→L6,T12,2
총무,사내 서비스 운영,사내 화물 운영,(데이터 없음),총무,사내 서비스 운영,사내 화물 운영,사내 화물 운송 요청 접수,DW,사내 화물 운송 신청 자동 접수,L5→L6,T12,1
총무,사내 서비스 운영,사내 화물 운영,(데이터 없음),총무,사내 서비스 운영,사내 화물 운영,사내 화물 운송 실시,SSC,물리적 화물 운송 SSC 처리,L5→L6,T12,2
총무,사내 서비스 운영,안내데스크 운영,(데이터 없음),총무,사내 서비스 운영,안내데스크 운영,안내데스크 운영 현황 확정,HR,안내데스크 운영 기준 HR 확정,L5→L6,T12,1
총무,사내 서비스 운영,안내데스크 운영,(데이터 없음),총무,사내 서비스 운영,안내데스크 운영,안내데스크 서비스 제공,SSC,현장 안내데스크 SSC 운영,L5→L6,T12,2
총무,사내 서비스 운영,대외유관 기관/업체 운영,(데이터 없음),총무,사내 서비스 운영,대외유관 기관/업체 운영,대외 유관기관 협조 요청 발송,DW,유관기관 협조 요청 자동 발송,L5→L6,T12,1
총무,사내 서비스 운영,대외유관 기관/업체 운영,(데이터 없음),총무,사내 서비스 운영,대외유관 기관/업체 운영,대외 유관기관 협력 결과 확정,HR,유관기관 협력 결과 HR 확정,L5→L6,T12,2
총무,사내 서비스 운영,사내 전화(e-Calling) 운영,(데이터 없음),총무,사내 서비스 운영,사내 전화(e-Calling) 운영,사내 전화 시스템 설정 등록,DW,e-Calling 시스템 설정 등록,L5→L6,T12,1
총무,사내 인프라 관리,사무실 레이아웃 관리,(데이터 없음),총무,사내 인프라 관리,사무실 레이아웃 관리,사무실 레이아웃 변경안 확정,HR,레이아웃 변경 기준 HR 확정,L5→L6,T12,1
총무,사내 인프라 관리,사무실 레이아웃 관리,(데이터 없음),총무,사내 인프라 관리,사무실 레이아웃 관리,사무실 레이아웃 변경 실시,SSC,물리적 레이아웃 변경 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,피트니스 관리,(데이터 없음),총무,사내 인프라 관리,피트니스 관리,피트니스 이용 신청 접수,DW,피트니스 이용 신청 자동 접수,L5→L6,T12,1
총무,사내 인프라 관리,피트니스 관리,(데이터 없음),총무,사내 인프라 관리,피트니스 관리,피트니스 서비스 제공,SSC,피트니스 시설 운영 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,사내식당 관리,(데이터 없음),총무,사내 인프라 관리,사내식당 관리,사내식당 운영 기준 확정,HR,식당 운영 기준·협력사 관리 HR 확정,L5→L6,T12,1
총무,사내 인프라 관리,사내식당 관리,(데이터 없음),총무,사내 인프라 관리,사내식당 관리,사내식당 서비스 제공,SSC,사내식당 일상 운영 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,주차장 관리,(데이터 없음),총무,사내 인프라 관리,주차장 관리,주차장 이용 신청 접수,DW,주차장 이용 신청 자동 접수,L5→L6,T12,1
총무,사내 인프라 관리,주차장 관리,(데이터 없음),총무,사내 인프라 관리,주차장 관리,주차장 서비스 제공,SSC,주차장 일상 운영 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,숙박시설 운영 (기숙사 포레스트),(데이터 없음),총무,사내 인프라 관리,숙박시설 운영 (기숙사 포레스트),숙박시설 이용 신청 접수,DW,숙박시설 이용 신청 자동 접수,L5→L6,T12,1
총무,사내 인프라 관리,숙박시설 운영 (기숙사 포레스트),(데이터 없음),총무,사내 인프라 관리,숙박시설 운영 (기숙사 포레스트),숙박시설 서비스 제공,SSC,숙박시설 일상 운영 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,회의실 운영,(데이터 없음),총무,사내 인프라 관리,회의실 운영,회의실 예약 현황 추출,DW,회의실 예약 현황 자동 추출,L5→L6,T12,1
총무,사내 인프라 관리,회의실 운영,(데이터 없음),총무,사내 인프라 관리,회의실 운영,회의실 서비스 제공,SSC,회의실 청소·세팅 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,외부 사무실 운영,(데이터 없음),총무,사내 인프라 관리,외부 사무실 운영,외부 사무실 운영 기준 확정,HR,외부 사무실 계약·운영 기준 HR 확정,L5→L6,T12,1
총무,사내 인프라 관리,외부 사무실 운영,(데이터 없음),총무,사내 인프라 관리,외부 사무실 운영,외부 사무실 서비스 제공,SSC,외부 사무실 일상 운영 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,사택 관리,(데이터 없음),총무,사내 인프라 관리,사택 관리,사택 입주 신청 접수,DW,사택 입주 신청 자동 접수,L5→L6,T12,1
총무,사내 인프라 관리,사택 관리,(데이터 없음),총무,사내 인프라 관리,사택 관리,사택 서비스 제공,SSC,사택 일상 운영 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,비품 관리,(데이터 없음),총무,사내 인프라 관리,비품 관리,비품 신청 접수,DW,비품 신청 자동 접수,L5→L6,T12,1
총무,사내 인프라 관리,비품 관리,(데이터 없음),총무,사내 인프라 관리,비품 관리,비품 지급 실시,SSC,비품 배부 SSC 처리,L5→L6,T12,2
총무,사내 인프라 관리,임직원 사진관리,(데이터 없음),총무,사내 인프라 관리,임직원 사진관리,임직원 사진 촬영 일정 안내문 발송,DW,사진 촬영 일정 자동 안내,L5→L6,T08,1
총무,사내 인프라 관리,임직원 사진관리,(데이터 없음),총무,사내 인프라 관리,임직원 사진관리,임직원 사진 시스템 등록,DW,Workday 임직원 사진 등록,L5→L6,T08,2
총무,사내 인프라 관리,건물 관리 (공조 등),(데이터 없음),총무,사내 인프라 관리,건물 관리 (공조 등),건물 설비 유지보수 요청 접수,DW,유지보수 신청 자동 접수,L5→L6,T12,1
총무,사내 인프라 관리,건물 관리 (공조 등),(데이터 없음),총무,사내 인프라 관리,건물 관리 (공조 등),건물 설비 유지보수 실시,SSC,건물 설비 유지보수 SSC 처리,L5→L6,T12,2
총무,임직원 지원,임원 지원,(데이터 없음),총무,임직원 지원,임원 지원,임원 지원 요청 접수,DW,임원 지원 요청 자동 접수,L5→L6,T12,1
총무,임직원 지원,임원 지원,(데이터 없음),총무,임직원 지원,임원 지원,임원 지원 서비스 제공,SSC,임원 의전·지원 SSC 처리,L5→L6,T12,2
총무,임직원 지원,임직원 출장지원,(데이터 없음),총무,임직원 지원,임직원 출장지원,출장 신청 접수,DW,출장 신청 자동 접수,L5→L6,T12,1
총무,임직원 지원,임직원 출장지원,(데이터 없음),총무,임직원 지원,임직원 출장지원,출장 지원 실시,SSC,항공·숙박 등 출장 지원 SSC 처리,L5→L6,T12,2
총무,차량 관리,법인 차량 관리,(데이터 없음),총무,차량 관리,법인 차량 관리,법인 차량 이용 신청 접수,DW,법인 차량 신청 자동 접수,L5→L6,T12,1
총무,차량 관리,법인 차량 관리,(데이터 없음),총무,차량 관리,법인 차량 관리,법인 차량 서비스 제공,SSC,법인 차량 일상 운영 SSC 처리,L5→L6,T12,2
총무,차량 관리,운전기사 관리,(데이터 없음),총무,차량 관리,운전기사 관리,운전기사 운영 기준 확정,HR,운전기사 관리 기준 HR 확정,L5→L6,T12,1
총무,차량 관리,운전기사 관리,(데이터 없음),총무,차량 관리,운전기사 관리,운전기사 서비스 제공,SSC,운전기사 일상 운영 SSC 처리,L5→L6,T12,2
총무,차량 관리,업무버스 관리,(데이터 없음),총무,차량 관리,업무버스 관리,업무버스 이용 신청 접수,DW,업무버스 신청 자동 접수,L5→L6,T12,1
총무,차량 관리,업무버스 관리,(데이터 없음),총무,차량 관리,업무버스 관리,업무버스 서비스 제공,SSC,업무버스 일상 운영 SSC 처리,L5→L6,T12,2
총무,협력사 관리,입점업체 운영,(데이터 없음),총무,협력사 관리,입점업체 운영,입점업체 운영 기준 확정,HR,입점업체 계약·기준 HR 확정,L5→L6,T12,1
총무,협력사 관리,입점업체 운영,(데이터 없음),총무,협력사 관리,입점업체 운영,입점업체 서비스 제공,SSC,입점업체 일상 관리 SSC 처리,L5→L6,T12,2
총무,협력사 관리,상주협력사 관리,(데이터 없음),총무,협력사 관리,상주협력사 관리,상주협력사 관리 기준 확정,HR,상주협력사 계약·기준 HR 확정,L5→L6,T12,1
총무,협력사 관리,상주협력사 관리,(데이터 없음),총무,협력사 관리,상주협력사 관리,상주협력사 서비스 제공,SSC,상주협력사 일상 관리 SSC 처리,L5→L6,T12,2
총무,공통,파견자 문의 대응,(데이터 없음),총무,공통,파견자 문의 대응,파견자 문의 응답 발송,DW,챗봇·자동 응답 파견자 문의 처리,L5→L6,T12,1
해외인사,공통,주재원 인사(양성),(데이터 없음),해외인사,공통,주재원 인사(양성),주재원 양성 대상자 명단 확정,HR,주재원 양성 후보 HR 확정,L5→L6,T06,1
해외인사,공통,주재원 인사(양성),(데이터 없음),해외인사,공통,주재원 인사(양성),주재원 양성 교육 계획 확정,HR,주재원 양성 커리큘럼·일정 HR 확정,L5→L6,T06,2
해외인사,인력운영,주재원 인사(선발/부임),(데이터 없음),해외인사,인력운영,주재원 인사(선발/부임),주재원 선발 후보 명단 확정,HR,주재원 선발 기준 적용 HR 확정,L5→L6,T06,1
해외인사,인력운영,주재원 인사(선발/부임),(데이터 없음),해외인사,인력운영,주재원 인사(선발/부임),주재원 부임 발령 등록,DW,Workday 주재원 부임 발령 등록,L5→L6,T06,2
해외인사,인력운영,주재원 인사(관리),(데이터 없음),해외인사,인력운영,주재원 인사(관리),주재원 재임 중 현황 추출,DW,Workday 주재원 현황 자동 추출,L5→L6,T06,1
해외인사,인력운영,주재원 인사(관리),(데이터 없음),해외인사,인력운영,주재원 인사(관리),주재원 관리 조치 확정,HR,주재원 성과·행정 관리 HR 확정,L5→L6,T06,2
해외인사,인력운영,주재원 인사(귀임),(데이터 없음),해외인사,인력운영,주재원 인사(귀임),주재원 귀임 일정 안내문 발송,DW,귀임 일정·절차 자동 발송,L5→L6,T06,1
해외인사,인력운영,주재원 인사(귀임),(데이터 없음),해외인사,인력운영,주재원 인사(귀임),주재원 귀임 발령 등록,DW,Workday 귀임 발령 등록,L5→L6,T06,2
해외인사,인력운영,STEP 운영,(데이터 없음),해외인사,인력운영,STEP 운영,STEP 참가자 명단 확정,HR,STEP 프로그램 참가자 HR 확정,L5→L6,T05,1
해외인사,인력운영,STEP 운영,(데이터 없음),해외인사,인력운영,STEP 운영,STEP 운영 결과 취합,HR,STEP 운영 결과 HR 취합,L5→L6,T05,2
해외인사,인력운영,양성 파견 운영(현지/STEP),(데이터 없음),해외인사,인력운영,양성 파견 운영(현지/STEP),양성 파견 대상자 명단 확정,HR,파견 대상자 기준 HR 확정,L5→L6,T05,1
해외인사,인력운영,양성 파견 운영(현지/STEP),(데이터 없음),해외인사,인력운영,양성 파견 운영(현지/STEP),양성 파견 결과 취합,HR,파견 중 관리·귀임 결과 HR 취합,L5→L6,T05,2
