[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,추천 주체,전략 사유
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의교안 개발,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의교안 개발 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의교안 개발,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의교안 개발 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,교보재 개발,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,교보재 개발 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,교보재 개발,교육,내부 컨텐츠 개발,강의안 및 교보재 개발,교보재 개발 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의자료 번역(필요시),교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의자료 번역(필요시) 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의자료 번역(필요시),교육,내부 컨텐츠 개발,강의안 및 교보재 개발,강의자료 번역(필요시) 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육전략,전사 교육 전략 기획,신설/폐강 과정 관리,교육,교육전략,전사 교육 전략 기획,신설/폐강 과정 관리 요청 접수 완료,Digital Worker,시스템상 요청 내역 접수
교육,교육전략,전사 교육 전략 기획,신설/폐강 과정 관리,교육,교육전략,전사 교육 전략 기획,신설/폐강 과정 관리 현장 조치 완료,SSC,물리적/육안 작업이 필요한 행정 지원 패키지 이관
교육,교육니즈분석,요구사항분석,경영진요구사항 분석,교육,교육니즈분석,요구사항분석,경영진요구사항 분석 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육니즈분석,요구사항분석,경영진요구사항 분석,교육,교육니즈분석,요구사항분석,경영진요구사항 분석 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육니즈분석,요구사항분석,임직원 요구사항 분석,교육,교육니즈분석,요구사항분석,임직원 요구사항 분석 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육니즈분석,요구사항분석,임직원 요구사항 분석,교육,교육니즈분석,요구사항분석,임직원 요구사항 분석 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육니즈분석,트렌드분석,환경변화 자료검색/리서치,교육,교육니즈분석,트렌드분석,환경변화 자료검색/리서치 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육니즈분석,트렌드분석,환경변화 자료검색/리서치,교육,교육니즈분석,트렌드분석,환경변화 자료검색/리서치 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육니즈분석,트렌드분석,환경변화 관련 인사이트 발굴,교육,교육니즈분석,트렌드분석,환경변화 관련 인사이트 발굴 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육니즈분석,트렌드분석,환경변화 관련 인사이트 발굴,교육,교육니즈분석,트렌드분석,환경변화 관련 인사이트 발굴 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육니즈분석,교육대상 분석,임직원 현황 분석(규모/직무/사업부/보직),교육,교육니즈분석,교육대상 분석,임직원 현황 분석(규모/직무/사업부/보직) 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육니즈분석,교육대상 분석,임직원 현황 분석(규모/직무/사업부/보직),교육,교육니즈분석,교육대상 분석,임직원 현황 분석(규모/직무/사업부/보직) 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육니즈분석,교육대상 분석,특수 국적/언어 등,교육,교육니즈분석,교육대상 분석,특수 국적/언어 등 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육니즈분석,교육대상 분석,특수 국적/언어 등,교육,교육니즈분석,교육대상 분석,특수 국적/언어 등 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육니즈분석,교육대상 분석,역량 분석(교육이력/자격),교육,교육니즈분석,교육대상 분석,역량 분석(교육이력/자격) 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육니즈분석,교육대상 분석,역량 분석(교육이력/자격),교육,교육니즈분석,교육대상 분석,역량 분석(교육이력/자격) 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육니즈분석,커리큘럼 기획,전년도 결과 리뷰/분석,교육,교육니즈분석,커리큘럼 기획,전년도 결과 리뷰/분석 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육니즈분석,커리큘럼 기획,전년도 결과 리뷰/분석,교육,교육니즈분석,커리큘럼 기획,전년도 결과 리뷰/분석 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육니즈분석,커리큘럼 기획,인사이트 발굴,교육,교육니즈분석,커리큘럼 기획,인사이트 발굴 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육니즈분석,커리큘럼 기획,인사이트 발굴,교육,교육니즈분석,커리큘럼 기획,인사이트 발굴 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육니즈분석,커리큘럼 기획,우선순위 도출,교육,교육니즈분석,커리큘럼 기획,우선순위 도출 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육니즈분석,커리큘럼 기획,우선순위 도출,교육,교육니즈분석,커리큘럼 기획,우선순위 도출 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육과정설계,커리큘럼 기획,과정목표 수립,교육,교육과정설계,커리큘럼 기획,과정목표 수립 자료 수집 완료,Digital Worker,과거 이력 및 관련 데이터 수집
교육,교육과정설계,커리큘럼 기획,과정목표 수립,교육,교육과정설계,커리큘럼 기획,과정목표 수립 최종안 확정,HR,기획안 최종 의사결정
교육,교육과정설계,커리큘럼 기획,예산 검토,교육,교육과정설계,커리큘럼 기획,예산 검토 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육과정설계,커리큘럼 기획,예산 검토,교육,교육과정설계,커리큘럼 기획,예산 검토 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육과정설계,커리큘럼 기획,커리큘럼 개발,교육,교육과정설계,커리큘럼 기획,커리큘럼 개발 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육과정설계,커리큘럼 기획,커리큘럼 개발,교육,교육과정설계,커리큘럼 기획,커리큘럼 개발 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육과정설계,커리큘럼 확정,내부 보고/품의,교육,교육과정설계,커리큘럼 확정,내부 보고/품의 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육과정설계,커리큘럼 확정,내부 보고/품의,교육,교육과정설계,커리큘럼 확정,내부 보고/품의 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육과정설계,프로그램 운영방안 결정,교육 형태/기간,교육,교육과정설계,프로그램 운영방안 결정,교육 형태/기간 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육과정설계,프로그램 운영방안 결정,교육 형태/기간,교육,교육과정설계,프로그램 운영방안 결정,교육 형태/기간 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육과정설계,프로그램 운영방안 결정,신청/선발 방식,교육,교육과정설계,프로그램 운영방안 결정,신청/선발 방식 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육과정설계,프로그램 운영방안 결정,신청/선발 방식,교육,교육과정설계,프로그램 운영방안 결정,신청/선발 방식 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육과정설계,평가 도구 설계(KPI),역량평가 도구/방식 기획,교육,교육과정설계,평가 도구 설계(KPI),역량평가 도구/방식 기획 자료 수집 완료,Digital Worker,과거 이력 및 관련 데이터 수집
교육,교육과정설계,평가 도구 설계(KPI),역량평가 도구/방식 기획,교육,교육과정설계,평가 도구 설계(KPI),역량평가 도구/방식 기획 최종안 확정,HR,기획안 최종 의사결정
교육,교육과정설계,평가 도구 설계(KPI),"프로그램 평가 기획(효과성, 만족도)",교육,교육과정설계,평가 도구 설계(KPI),"프로그램 평가 기획(효과성, 만족도) 자료 수집 완료",Digital Worker,과거 이력 및 관련 데이터 수집
교육,교육과정설계,평가 도구 설계(KPI),"프로그램 평가 기획(효과성, 만족도)",교육,교육과정설계,평가 도구 설계(KPI),"프로그램 평가 기획(효과성, 만족도) 최종안 확정",HR,기획안 최종 의사결정
교육,교육과정설계,Pilot과정 운영,대상자 선발,교육,교육과정설계,Pilot과정 운영,대상자 선발 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육과정설계,Pilot과정 운영,대상자 선발,교육,교육과정설계,Pilot과정 운영,대상자 선발 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육과정설계,Pilot과정 운영,과정 운영,교육,교육과정설계,Pilot과정 운영,과정 운영 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,교육과정설계,Pilot과정 운영,과정 운영,교육,교육과정설계,Pilot과정 운영,과정 운영 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,교육과정설계,Pilot과정 운영,결과 분석/반영,교육,교육과정설계,Pilot과정 운영,결과 분석/반영 ERP 시스템 등록,Digital Worker,결정된 데이터를 시스템에 기계적 반영
교육,컨텐츠 개발(외부),강사선정,강사 탐색,교육,컨텐츠 개발(외부),강사선정,강사 탐색 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,컨텐츠 개발(외부),강사선정,강사 탐색,교육,컨텐츠 개발(외부),강사선정,강사 탐색 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,컨텐츠 개발(외부),강사선정,강사 섭외,교육,컨텐츠 개발(외부),강사선정,강사 섭외 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,컨텐츠 개발(외부),강사선정,강사 섭외,교육,컨텐츠 개발(외부),강사선정,강사 섭외 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,컨텐츠 개발(외부),컨텐츠협의,교육 내용 협의,교육,컨텐츠 개발(외부),컨텐츠협의,교육 내용 협의 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,컨텐츠 개발(외부),컨텐츠협의,교육 내용 협의,교육,컨텐츠 개발(외부),컨텐츠협의,교육 내용 협의 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,컨텐츠 개발(외부),강사계약,교육 위탁업체 Bidding,교육,컨텐츠 개발(외부),강사계약,교육 위탁업체 Bidding 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,컨텐츠 개발(외부),강사계약,교육 위탁업체 Bidding,교육,컨텐츠 개발(외부),강사계약,교육 위탁업체 Bidding 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,컨텐츠 개발(외부),강사계약,교육 위탁 계약 체결(필요시),교육,컨텐츠 개발(외부),강사계약,교육 위탁 계약 체결(필요시) 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,컨텐츠 개발(외부),강사계약,교육 위탁 계약 체결(필요시),교육,컨텐츠 개발(외부),강사계약,교육 위탁 계약 체결(필요시) 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,이러닝 콘텐츠 개발 계약,교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,이러닝 콘텐츠 개발 계약 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,이러닝 콘텐츠 개발 계약,교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,이러닝 콘텐츠 개발 계약 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,이러닝 콘텐츠 검수,교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,이러닝 콘텐츠 검수 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,이러닝 콘텐츠 검수,교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,이러닝 콘텐츠 검수 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,컨텐츠 개발(외부),강의안 및 교보재 개발,강의교안 개발,교육,컨텐츠 개발(외부),강의안 및 교보재 개발,강의교안 개발 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,컨텐츠 개발(외부),강의안 및 교보재 개발,강의교안 개발,교육,컨텐츠 개발(외부),강의안 및 교보재 개발,강의교안 개발 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,컨텐츠 개발(외부),강의안 및 교보재 개발,교보재 개발,교육,컨텐츠 개발(외부),강의안 및 교보재 개발,교보재 개발 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,컨텐츠 개발(외부),강의안 및 교보재 개발,교보재 개발,교육,컨텐츠 개발(외부),강의안 및 교보재 개발,교보재 개발 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
교육,컨텐츠 개발(외부),강의안 및 교보재 개발,강의자료 번역(필요시),교육,컨텐츠 개발(외부),강의안 및 교보재 개발,강의자료 번역(필요시) 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
교육,컨텐츠 개발(외부),강의안 및 교보재 개발,강의자료 번역(필요시),교육,컨텐츠 개발(외부),강의안 및 교보재 개발,강의자료 번역(필요시) 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
보상/근태,지급업무,정기급여,(없음),보상/근태,지급업무,정기급여,정기급여 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,지급업무,인센티브,(없음),보상/근태,지급업무,인센티브,인센티브 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,지급업무,연차수당,(없음),보상/근태,지급업무,연차수당,연차수당 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,퇴직정산,퇴직자 미지급액 지급,(없음),보상/근태,퇴직정산,퇴직자 미지급액 지급,퇴직자 미지급액 지급 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,퇴직정산,퇴직금 지급,(없음),보상/근태,퇴직정산,퇴직금 지급,퇴직금 지급 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,퇴직정산,퇴직연금,(없음),보상/근태,퇴직정산,퇴직연금,퇴직연금 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,연말정산,연말정산,(없음),보상/근태,연말정산,연말정산,연말정산 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,보상기획,경영계획,(없음),보상/근태,보상기획,경영계획,경영계획 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,보상기획,임금조정,(없음),보상/근태,보상기획,임금조정,임금조정 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,법정복리후생,국민연금 정기결정,(없음),보상/근태,법정복리후생,국민연금 정기결정,국민연금 정기결정 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,법정복리후생,국민연금,(없음),보상/근태,법정복리후생,국민연금,국민연금 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,법정복리후생,건강보험,(없음),보상/근태,법정복리후생,건강보험,건강보험 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,(없음),보상/근태,법정복리후생,건강보험/노인장기요양보험 정산,건강보험/노인장기요양보험 정산 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,법정복리후생,고용보험,(없음),보상/근태,법정복리후생,고용보험,고용보험 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,법정복리후생,고용보험 자격관리,(없음),보상/근태,법정복리후생,고용보험 자격관리,고용보험 자격관리 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,법정복리후생,산재보험 신고,(없음),보상/근태,법정복리후생,산재보험 신고,산재보험 신고 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,법정복리후생,산재보험,(없음),보상/근태,법정복리후생,산재보험,산재보험 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,기업복리후생,개인연금,(없음),보상/근태,기업복리후생,개인연금,개인연금 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,기업복리후생,개인연금운영(납입액 변경),(없음),보상/근태,기업복리후생,개인연금운영(납입액 변경),개인연금운영(납입액 변경) 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,기업복리후생,의료비,(없음),보상/근태,기업복리후생,의료비,의료비 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,기업복리후생,학자금,(없음),보상/근태,기업복리후생,학자금,학자금 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,기업복리후생,워터파크,(없음),보상/근태,기업복리후생,워터파크,워터파크 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,기업복리후생,휴양소,(없음),보상/근태,기업복리후생,휴양소,휴양소 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,기업복리후생,대부금,(없음),보상/근태,기업복리후생,대부금,대부금 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,기업복리후생,임직원검진,(없음),보상/근태,기업복리후생,임직원검진,임직원검진 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,근태운영 및 관리,근무형태 생성,(없음),보상/근태,근태운영 및 관리,근무형태 생성,근무형태 생성 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,근태운영 및 관리,근무유형생성,(없음),보상/근태,근태운영 및 관리,근무유형생성,근무유형생성 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,근태운영 및 관리,Office근무시간오류관리,(없음),보상/근태,근태운영 및 관리,Office근무시간오류관리,Office근무시간오류관리 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,근태운영 및 관리,초과근무시간반영,(없음),보상/근태,근태운영 및 관리,초과근무시간반영,초과근무시간반영 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,근태운영 및 관리,일반근태,(없음),보상/근태,근태운영 및 관리,일반근태,일반근태 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
보상/근태,근태운영 및 관리,임직원휴가생성,(없음),보상/근태,근태운영 및 관리,임직원휴가생성,임직원휴가생성 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,조직문화,Change Agent,(없음),노사,조직문화,Change Agent,Change Agent 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,조직문화,SCI 진단,(없음),노사,조직문화,SCI 진단,SCI 진단 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,조직문화,Culture Week,(없음),노사,조직문화,Culture Week,Culture Week 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,조직문화,타운홀미팅,(없음),노사,조직문화,타운홀미팅,타운홀미팅 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,조직문화,My Pulse 서베이,(없음),노사,조직문화,My Pulse 서베이,My Pulse 서베이 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,협의회,협의위원,(없음),노사,협의회,협의위원,협의위원 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,협의회,정기협의회,(없음),노사,협의회,정기협의회,정기협의회 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,협의회,사업장 행사,(없음),노사,협의회,사업장 행사,사업장 행사 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,협의회,여가지원 행사,(없음),노사,협의회,여가지원 행사,여가지원 행사 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,노동조합,조합관리,(없음),노사,노동조합,조합관리,조합관리 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,노동조합,교섭창구,(없음),노사,노동조합,교섭창구,교섭창구 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,노동조합,단체교섭,(없음),노사,노동조합,단체교섭,단체교섭 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,노동조합,분쟁조정,(없음),노사,노동조합,분쟁조정,분쟁조정 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,노동조합,쟁의행위,(없음),노사,노동조합,쟁의행위,쟁의행위 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,노동조합,단체협약,(없음),노사,노동조합,단체협약,단체협약 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,ER,직장내괴롭힘,(없음),노사,ER,직장내괴롭힘,직장내괴롭힘 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,ER,희망퇴직,(없음),노사,ER,희망퇴직,희망퇴직 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,ER,동향파악,(없음),노사,ER,동향파악,동향파악 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,ER,마음건강,(없음),노사,ER,마음건강,마음건강 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,ER,상호존중문화,(없음),노사,ER,상호존중문화,상호존중문화 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,ER,여성ER,(없음),노사,ER,여성ER,여성ER 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,ER,생일자 기념쿠키 지급,(없음),노사,ER,생일자 기념쿠키 지급,생일자 기념쿠키 지급 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,사건사고 관리,면담질문지 준비,(없음),노사,사건사고 관리,면담질문지 준비,면담질문지 준비 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,사건사고 관리,면담기록/요약,(없음),노사,사건사고 관리,면담기록/요약,면담기록/요약 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,사건사고 관리,유사사례 및 판례 확인,(없음),노사,사건사고 관리,유사사례 및 판례 확인,유사사례 및 판례 확인 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
노사,사건사고 관리,징계양정 제안,(없음),노사,사건사고 관리,징계양정 제안,징계양정 제안 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
임원조직,인력운영,임원 석세션 플랜,(없음),임원조직,인력운영,임원 석세션 플랜,임원 석세션 플랜 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
임원조직,인력운영,임원 피드백 면담,(없음),임원조직,인력운영,임원 피드백 면담,임원 피드백 면담 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
임원조직,인력운영,핵심리더 선발,(없음),임원조직,인력운영,핵심리더 선발,핵심리더 선발 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
임원조직,인력운영,임원 근원 및 인물평,(없음),임원조직,인력운영,임원 근원 및 인물평,임원 근원 및 인물평 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
임원조직,인력운영,조직도 작성,(없음),임원조직,인력운영,조직도 작성,조직도 작성 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
임원조직,인력운영,임원 계약 및 퇴임,(없음),임원조직,인력운영,임원 계약 및 퇴임,임원 계약 및 퇴임 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
임원조직,인력운영,퇴임임원 후속조치,(없음),임원조직,인력운영,퇴임임원 후속조치,퇴임임원 후속조치 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
임원조직,조직개편,정기 조직개편,(없음),임원조직,조직개편,정기 조직개편,정기 조직개편 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
임원조직,조직개편,수시 조직개편,(없음),임원조직,조직개편,수시 조직개편,수시 조직개편 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
임원조직,교육/양성,SLP/TLP 과정,(없음),임원조직,교육/양성,SLP/TLP 과정,SLP/TLP 과정 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
임원조직,교육/양성,임원 부부 명상과정,(없음),임원조직,교육/양성,임원 부부 명상과정,임원 부부 명상과정 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
임원조직,교육/양성,그룹장 양성과정,(없음),임원조직,교육/양성,그룹장 양성과정,그룹장 양성과정 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
총무,사내 서비스 운영,날인 및 증명서 관리,(없음),총무,사내 서비스 운영,날인 및 증명서 관리,날인 및 증명서 관리 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
총무,사내 서비스 운영,사내 화물 운영,(없음),총무,사내 서비스 운영,사내 화물 운영,사내 화물 운영 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
총무,사내 서비스 운영,안내데스크 운영,(없음),총무,사내 서비스 운영,안내데스크 운영,안내데스크 운영 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
총무,사내 서비스 운영,대외유관 기관/업체 운영,(없음),총무,사내 서비스 운영,대외유관 기관/업체 운영,대외유관 기관/업체 운영 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
총무,사내 서비스 운영,사내 전화(e-Calling) 운영,(없음),총무,사내 서비스 운영,사내 전화(e-Calling) 운영,사내 전화(e-Calling) 운영 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
총무,사내 인프라 관리,사무실 레이아웃 관리,(없음),총무,사내 인프라 관리,사무실 레이아웃 관리,사무실 레이아웃 관리 결과 확정,HR,구체적 데이터 부족으로 일단 HR 검토 단위로 임시 매핑
