Activity_ID,L3(도메인),Redesign_L4,Redesign_L5,Redesign_L6,Cadence,Output Type,pre_dependency,seq,Digital Trace
V2-L6-0001,총무,의사결정·승인 프로세스 그룹,날인 및 증명서 관리 [기준확정],날인 및 증명서  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0788,교육,의사결정·승인 프로세스 그룹,과정 개설 [기준확정],과정 개설 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0789,교육,실행·반영 프로세스 그룹,과정 개설 [실행등록],중간 과정 개설 결과표 등록,상시,analysis_report,V2-L6-0788,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0790,교육,실행·반영 프로세스 그룹,과정 개설 [통보인계],중간 과정 개설 결과표 등록,상시,analysis_report,V2-L6-0789,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0791,교육,운영 공통 프로세스 그룹,과정 개설 [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0790,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0792,교육,의사결정·승인 프로세스 그룹,대상자 모집/선발 [기준확정],대상자 모집/선발 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0793,교육,실행·반영 프로세스 그룹,대상자 모집/선발 [실행등록],중간 대상자 모집/선발 결과표 등록,상시,analysis_report,V2-L6-0792,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0794,교육,실행·반영 프로세스 그룹,대상자 모집/선발 [통보인계],중간 대상자 모집/선발 결과표 등록,상시,analysis_report,V2-L6-0793,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0795,교육,운영 공통 프로세스 그룹,대상자 모집/선발 [확장단계4],대상자 모집 발행,상시,training_report,V2-L6-0794,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0796,교육,전략·기획 프로세스 그룹,대상자 모집/선발 [확장단계5],선발 운영계획서 확정,상시,approval_doc,V2-L6-0795,5,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0797,교육,운영 공통 프로세스 그룹,대상자 모집/선발 [확장단계6],선발 수료 발행,상시,training_status,V2-L6-0796,6,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 선발 수료 발행 관련 증빙 기록
V2-L6-0798,교육,운영 공통 프로세스 그룹,대상자 모집/선발 [확장단계7],성과 리포트 발행,상시,analysis_report,V2-L6-0797,7,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0799,교육,의사결정·승인 프로세스 그룹,입과안내/교육생 관리 [기준확정],입과안내/교육생  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0800,교육,실행·반영 프로세스 그룹,입과안내/교육생 관리 [실행등록],중간 입과안내/교육생  결과표 등록,상시,analysis_report,V2-L6-0799,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0801,교육,실행·반영 프로세스 그룹,입과안내/교육생 관리 [통보인계],중간 입과안내/교육생  결과표 등록,상시,analysis_report,V2-L6-0800,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0802,교육,통보·핸드오프 프로세스 그룹,입과안내/교육생 관리 [확장단계4],입과안내 발행,상시,notification_doc,V2-L6-0801,4,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0803,교육,전략·기획 프로세스 그룹,입과안내/교육생 관리 [확장단계5],교육생 운영계획서 확정,상시,approval_doc,V2-L6-0802,5,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0804,교육,통보·핸드오프 프로세스 그룹,입과안내/교육생 관리 [확장단계6],교육생 수료 발행,상시,training_status,V2-L6-0803,6,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 교육생 수료 발행 관련 증빙 기록
V2-L6-0805,교육,통보·핸드오프 프로세스 그룹,입과안내/교육생 관리 [확장단계7],성과 리포트 발행,상시,analysis_report,V2-L6-0804,7,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0806,교육,의사결정·승인 프로세스 그룹,내/외부 강사관리 [기준확정],내/외부 강사관리 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0807,교육,실행·반영 프로세스 그룹,내/외부 강사관리 [실행등록],중간 내/외부 강사관리 결과표 등록,상시,analysis_report,V2-L6-0806,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0808,교육,실행·반영 프로세스 그룹,내/외부 강사관리 [통보인계],중간 내/외부 강사관리 결과표 등록,상시,analysis_report,V2-L6-0807,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0809,교육,운영 공통 프로세스 그룹,내/외부 강사관리 [확장단계4],내부 강사 발행,상시,training_report,V2-L6-0808,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0810,교육,전략·기획 프로세스 그룹,내/외부 강사관리 [확장단계5],외부 강사관리 운영계획서 확정,상시,approval_doc,V2-L6-0809,5,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0811,교육,운영 공통 프로세스 그룹,내/외부 강사관리 [확장단계6],외부 강사관리 수료 발행,상시,training_status,V2-L6-0810,6,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 외부 강사관리 수료 발행 관련 증빙 기록
V2-L6-0812,교육,운영 공통 프로세스 그룹,내/외부 강사관리 [확장단계7],성과 리포트 발행,상시,analysis_report,V2-L6-0811,7,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0813,교육,의사결정·승인 프로세스 그룹,운영준비(인프라 셋팅 등) [기준확정],운영준비(인프라 셋팅 등) 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0814,교육,실행·반영 프로세스 그룹,운영준비(인프라 셋팅 등) [실행등록],중간 운영준비(인프라 셋팅 등) 결과표 등록,상시,analysis_report,V2-L6-0813,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0815,교육,실행·반영 프로세스 그룹,운영준비(인프라 셋팅 등) [통보인계],중간 운영준비(인프라 셋팅 등) 결과표 등록,상시,analysis_report,V2-L6-0814,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0816,교육,운영 공통 프로세스 그룹,운영준비(인프라 셋팅 등) [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0815,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0817,교육,의사결정·승인 프로세스 그룹,과정 운영 [기준확정],과정  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0818,교육,실행·반영 프로세스 그룹,과정 운영 [실행등록],중간 과정  결과표 등록,상시,analysis_report,V2-L6-0817,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0819,교육,실행·반영 프로세스 그룹,과정 운영 [통보인계],중간 과정  결과표 등록,상시,analysis_report,V2-L6-0818,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0820,교육,운영 공통 프로세스 그룹,과정 운영 [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0819,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0821,교육,의사결정·승인 프로세스 그룹,과정설문 취합/분석 [기준확정],과정설문 취합/분석 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0822,교육,실행·반영 프로세스 그룹,과정설문 취합/분석 [실행등록],중간 과정설문 취합/분석 결과표 등록,상시,analysis_report,V2-L6-0821,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0823,교육,실행·반영 프로세스 그룹,과정설문 취합/분석 [통보인계],중간 과정설문 취합/분석 결과표 등록,상시,analysis_report,V2-L6-0822,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0824,교육,운영 공통 프로세스 그룹,과정설문 취합/분석 [확장단계4],과정설문 취합 발행,상시,training_report,V2-L6-0823,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0825,교육,전략·기획 프로세스 그룹,과정설문 취합/분석 [확장단계5],분석 운영계획서 확정,상시,approval_doc,V2-L6-0824,5,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0826,교육,운영 공통 프로세스 그룹,과정설문 취합/분석 [확장단계6],분석 수료 발행,상시,analysis_report,V2-L6-0825,6,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0827,교육,운영 공통 프로세스 그룹,과정설문 취합/분석 [확장단계7],성과 리포트 발행,상시,analysis_report,V2-L6-0826,7,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0828,교육,의사결정·승인 프로세스 그룹,성과분석/결과보고 [기준확정],성과분석/결과보고 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0829,교육,실행·반영 프로세스 그룹,성과분석/결과보고 [실행등록],중간 성과분석/결과보고 결과표 등록,상시,analysis_report,V2-L6-0828,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0830,교육,실행·반영 프로세스 그룹,성과분석/결과보고 [통보인계],중간 성과분석/결과보고 결과표 등록,상시,analysis_report,V2-L6-0829,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0831,교육,운영 공통 프로세스 그룹,성과분석/결과보고 [확장단계4],성과분석 발행,상시,analysis_report,V2-L6-0830,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0832,교육,전략·기획 프로세스 그룹,성과분석/결과보고 [확장단계5],결과보고 운영계획서 확정,상시,approval_doc,V2-L6-0831,5,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0833,교육,운영 공통 프로세스 그룹,성과분석/결과보고 [확장단계6],결과보고 수료 발행,상시,analysis_report,V2-L6-0832,6,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0834,교육,운영 공통 프로세스 그룹,성과분석/결과보고 [확장단계7],성과 리포트 발행,상시,analysis_report,V2-L6-0833,7,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0835,교육,의사결정·승인 프로세스 그룹,수료 관리 및 경비처리 [기준확정],수료  및 경비처리 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0836,교육,실행·반영 프로세스 그룹,수료 관리 및 경비처리 [실행등록],중간 수료  및 경비처리 결과표 등록,상시,analysis_report,V2-L6-0835,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0837,교육,실행·반영 프로세스 그룹,수료 관리 및 경비처리 [통보인계],중간 수료  및 경비처리 결과표 등록,상시,analysis_report,V2-L6-0836,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0838,교육,실행·반영 프로세스 그룹,수료 관리 및 경비처리 [확장단계4],경비처리 수료 발행,상시,training_status,V2-L6-0837,4,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 경비처리 수료 발행 관련 증빙 기록
V2-L6-0839,교육,전략·기획 프로세스 그룹,수료 관리 및 경비처리 [확장단계5],경비처리 운영계획서 확정,상시,approval_doc,V2-L6-0838,5,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0840,교육,실행·반영 프로세스 그룹,수료 관리 및 경비처리 [확장단계6],성과 리포트 발행,상시,analysis_report,V2-L6-0839,6,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0841,교육,실행·반영 프로세스 그룹,수료 관리 및 경비처리 [확장단계7],수료 발행,상시,training_status,V2-L6-0840,7,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 수료 발행 관련 증빙 기록
V2-L6-0842,교육,의사결정·승인 프로세스 그룹,강의안 및 교보재 개발 [기준확정],강의안 및 교보재 개발 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0843,교육,실행·반영 프로세스 그룹,강의안 및 교보재 개발 [실행등록],중간 강의안 및 교보재 개발 결과표 등록,상시,analysis_report,V2-L6-0842,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0844,교육,실행·반영 프로세스 그룹,강의안 및 교보재 개발 [통보인계],중간 강의안 및 교보재 개발 결과표 등록,상시,analysis_report,V2-L6-0843,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0845,교육,운영 공통 프로세스 그룹,강의안 및 교보재 개발 [확장단계4],교보재 개발 수료 발행,상시,training_status,V2-L6-0844,4,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 교보재 개발 수료 발행 관련 증빙 기록
V2-L6-0846,교육,전략·기획 프로세스 그룹,강의안 및 교보재 개발 [확장단계5],교보재 개발 운영계획서 확정,상시,approval_doc,V2-L6-0845,5,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0847,교육,운영 공통 프로세스 그룹,강의안 및 교보재 개발 [확장단계6],성과 리포트 발행,상시,analysis_report,V2-L6-0846,6,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0848,교육,운영 공통 프로세스 그룹,강의안 및 교보재 개발 [확장단계7],강의안 발행,상시,training_report,V2-L6-0847,7,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0849,교육,전략·기획 프로세스 그룹,전사 교육 전략 기획 [기준확정],전사 교육 전략 기획 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0850,교육,전략·기획 프로세스 그룹,전사 교육 전략 기획 [실행등록],중간 전사 교육 전략 기획 결과표 등록,상시,analysis_report,V2-L6-0849,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0851,교육,전략·기획 프로세스 그룹,전사 교육 전략 기획 [통보인계],중간 전사 교육 전략 기획 결과표 등록,상시,analysis_report,V2-L6-0850,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0852,교육,전략·기획 프로세스 그룹,전사 교육 전략 기획 [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0851,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0853,교육,의사결정·승인 프로세스 그룹,요구사항분석 [기준확정],요구사항분석 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0854,교육,실행·반영 프로세스 그룹,요구사항분석 [실행등록],중간 요구사항분석 결과표 등록,상시,analysis_report,V2-L6-0853,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0855,교육,실행·반영 프로세스 그룹,요구사항분석 [통보인계],중간 요구사항분석 결과표 등록,상시,analysis_report,V2-L6-0854,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0856,교육,운영 공통 프로세스 그룹,요구사항분석 [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0855,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0857,교육,의사결정·승인 프로세스 그룹,트렌드분석 [기준확정],트렌드분석 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0858,교육,실행·반영 프로세스 그룹,트렌드분석 [실행등록],중간 트렌드분석 결과표 등록,상시,analysis_report,V2-L6-0857,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0859,교육,실행·반영 프로세스 그룹,트렌드분석 [통보인계],중간 트렌드분석 결과표 등록,상시,analysis_report,V2-L6-0858,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0860,교육,운영 공통 프로세스 그룹,트렌드분석 [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0859,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0861,교육,의사결정·승인 프로세스 그룹,교육대상 분석 [기준확정],교육대상 분석 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0862,교육,실행·반영 프로세스 그룹,교육대상 분석 [실행등록],중간 교육대상 분석 결과표 등록,상시,analysis_report,V2-L6-0861,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0863,교육,실행·반영 프로세스 그룹,교육대상 분석 [통보인계],중간 교육대상 분석 결과표 등록,상시,analysis_report,V2-L6-0862,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0864,교육,사후관리·정착 프로세스 그룹,교육대상 분석 [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0863,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0865,교육,의사결정·승인 프로세스 그룹,커리큘럼 기획 [기준확정],커리큘럼 기획 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0866,교육,실행·반영 프로세스 그룹,커리큘럼 기획 [실행등록],중간 커리큘럼 기획 결과표 등록,상시,analysis_report,V2-L6-0865,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0867,교육,실행·반영 프로세스 그룹,커리큘럼 기획 [통보인계],중간 커리큘럼 기획 결과표 등록,상시,analysis_report,V2-L6-0866,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0868,교육,운영 공통 프로세스 그룹,커리큘럼 기획 [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0867,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0869,교육,의사결정·승인 프로세스 그룹,커리큘럼 기획 [기준확정],커리큘럼 기획 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0870,교육,실행·반영 프로세스 그룹,커리큘럼 기획 [실행등록],중간 커리큘럼 기획 결과표 등록,상시,analysis_report,V2-L6-0869,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0871,교육,실행·반영 프로세스 그룹,커리큘럼 기획 [통보인계],중간 커리큘럼 기획 결과표 등록,상시,analysis_report,V2-L6-0870,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0872,교육,운영 공통 프로세스 그룹,커리큘럼 기획 [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0871,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0873,교육,의사결정·승인 프로세스 그룹,커리큘럼 확정 [기준확정],커리큘럼 확정 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0874,교육,실행·반영 프로세스 그룹,커리큘럼 확정 [실행등록],중간 커리큘럼 확정 결과표 등록,상시,analysis_report,V2-L6-0873,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0875,교육,실행·반영 프로세스 그룹,커리큘럼 확정 [통보인계],중간 커리큘럼 확정 결과표 등록,상시,analysis_report,V2-L6-0874,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0876,교육,운영 공통 프로세스 그룹,커리큘럼 확정 [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0875,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0877,교육,의사결정·승인 프로세스 그룹,프로그램 운영방안 결정 [기준확정],프로그램 운영방안 결정 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0878,교육,실행·반영 프로세스 그룹,프로그램 운영방안 결정 [실행등록],중간 프로그램 운영방안 결정 결과표 등록,상시,analysis_report,V2-L6-0877,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0879,교육,실행·반영 프로세스 그룹,프로그램 운영방안 결정 [통보인계],중간 프로그램 운영방안 결정 결과표 등록,상시,analysis_report,V2-L6-0878,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0880,교육,운영 공통 프로세스 그룹,프로그램 운영방안 결정 [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0879,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0881,교육,심사·평가 프로세스 그룹,평가 도구 설계(KPI) [기준확정],평가 도구 설계(KPI) 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0882,교육,심사·평가 프로세스 그룹,평가 도구 설계(KPI) [실행등록],중간 평가 도구 설계(KPI) 결과표 등록,상시,analysis_report,V2-L6-0881,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0883,교육,심사·평가 프로세스 그룹,평가 도구 설계(KPI) [통보인계],중간 평가 도구 설계(KPI) 결과표 등록,상시,analysis_report,V2-L6-0882,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0884,교육,심사·평가 프로세스 그룹,평가 도구 설계(KPI) [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0883,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0885,교육,의사결정·승인 프로세스 그룹,Pilot과정 운영 [기준확정],Pilot과정  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0886,교육,실행·반영 프로세스 그룹,Pilot과정 운영 [실행등록],중간 Pilot과정  결과표 등록,상시,analysis_report,V2-L6-0885,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0887,교육,실행·반영 프로세스 그룹,Pilot과정 운영 [통보인계],중간 Pilot과정  결과표 등록,상시,analysis_report,V2-L6-0886,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0888,교육,운영 공통 프로세스 그룹,Pilot과정 운영 [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0887,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0889,교육,의사결정·승인 프로세스 그룹,강사선정 [기준확정],강사선정 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0890,교육,실행·반영 프로세스 그룹,강사선정 [실행등록],중간 강사선정 결과표 등록,상시,analysis_report,V2-L6-0889,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0891,교육,실행·반영 프로세스 그룹,강사선정 [통보인계],중간 강사선정 결과표 등록,상시,analysis_report,V2-L6-0890,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0892,교육,운영 공통 프로세스 그룹,강사선정 [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0891,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0893,교육,의사결정·승인 프로세스 그룹,컨텐츠협의 [기준확정],컨텐츠협의 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0894,교육,실행·반영 프로세스 그룹,컨텐츠협의 [실행등록],중간 컨텐츠협의 결과표 등록,상시,analysis_report,V2-L6-0893,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0895,교육,실행·반영 프로세스 그룹,컨텐츠협의 [통보인계],중간 컨텐츠협의 결과표 등록,상시,analysis_report,V2-L6-0894,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0896,교육,운영 공통 프로세스 그룹,컨텐츠협의 [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0895,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0897,교육,의사결정·승인 프로세스 그룹,강사계약 [기준확정],강사계약 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0898,교육,실행·반영 프로세스 그룹,강사계약 [실행등록],중간 강사계약 결과표 등록,상시,analysis_report,V2-L6-0897,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0899,교육,실행·반영 프로세스 그룹,강사계약 [통보인계],중간 강사계약 결과표 등록,상시,analysis_report,V2-L6-0898,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0900,교육,운영 공통 프로세스 그룹,강사계약 [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0899,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0901,교육,의사결정·승인 프로세스 그룹,이러닝 콘텐츠 개발 [기준확정],이러닝 콘텐츠 개발 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0902,교육,실행·반영 프로세스 그룹,이러닝 콘텐츠 개발 [실행등록],중간 이러닝 콘텐츠 개발 결과표 등록,상시,analysis_report,V2-L6-0901,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0903,교육,실행·반영 프로세스 그룹,이러닝 콘텐츠 개발 [통보인계],중간 이러닝 콘텐츠 개발 결과표 등록,상시,analysis_report,V2-L6-0902,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0904,교육,운영 공통 프로세스 그룹,이러닝 콘텐츠 개발 [확장단계4],성과 리포트 발행,상시,analysis_report,V2-L6-0903,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
