[Origin] L5 Name,[Origin] L6 Name,Activity_ID,[Current] L5 Name,[Current] L6 Name,Cadence,Output Type,Change_Logic,L3(도메인)
대상자 확정/변경(예외자/사유 확인),예외자 및 기타 사유 점검,V2-L6-0469,대상자 확정/변경(예외자/사유 확인),변경(예외자 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
대상자 확정/변경(예외자/사유 확인),대상자 점검/확정,V2-L6-0470,대상자 확정/변경(예외자/사유 확인),변경(예외자 발송 완료,상시,notification_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
대상자 확정/변경(예외자/사유 확인),대상자 점검/확정,V2-L6-0471,대상자 확정/변경(예외자/사유 확인),사유 확인) 심사의결서 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
대상자 확정/변경(예외자/사유 확인),대상자 점검/확정,V2-L6-0472,대상자 확정/변경(예외자/사유 확인),사유 확인) 결과통보서 발송 완료,상시,notification_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,1차 부서장 정비/확정,V2-L6-0473,승인자/부서장 매핑 확정/변경,승인자/부서장 매핑 확정/변경 기준서 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,1차 부서장 정비/확정,V2-L6-0474,승인자/부서장 매핑 확정/변경,중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,1차 부서장 정비/확정,V2-L6-0475,승인자/부서장 매핑 확정/변경,중간 승인자/부서장 매핑 확정/변경 결과표 등록,상시,analysis_report,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,1차 부서장 정비/확정,V2-L6-0476,승인자/부서장 매핑 확정/변경,승인자 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",V2-L6-0477,승인자/부서장 매핑 확정/변경,승인자 발송,상시,notification_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",V2-L6-0478,승인자/부서장 매핑 확정/변경,변경 심사의결서 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
승인자/부서장 매핑 확정/변경,"HRBP, 인사 컨택포인트에 가이드 병행",V2-L6-0479,승인자/부서장 매핑 확정/변경,변경 결과통보서 발송 완료,상시,notification_doc,단일 프로세스를 7단계 성과활동으로 분해,제도
피어리뷰 운영/ 임직원 소통,"피어리뷰어 안내(피어리뷰어 선택, 선택질문 작성)",V2-L6-0480,피어리뷰 운영/ 임직원 소통,피어리뷰 / 임직원 소통 기준서 확정,상시,approval_doc,단일 프로세스를 6단계 성과활동으로 분해,제도
피어리뷰 운영/ 임직원 소통,"피어리뷰어 안내(피어리뷰어 선택, 선택질문 작성)",V2-L6-0481,피어리뷰 운영/ 임직원 소통,중간 피어리뷰 / 임직원 소통 결과표 등록,상시,analysis_report,단일 프로세스를 6단계 성과활동으로 분해,제도
피어리뷰 운영/ 임직원 소통,"부서장 안내(리뷰어 변경, 리뷰결과 확인)",V2-L6-0482,피어리뷰 운영/ 임직원 소통,중간 피어리뷰 / 임직원 소통 결과표 등록,상시,analysis_report,단일 프로세스를 6단계 성과활동으로 분해,제도
피어리뷰 운영/ 임직원 소통,"부서장 안내(리뷰어 변경, 리뷰결과 확인)",V2-L6-0483,피어리뷰 운영/ 임직원 소통,피어리뷰 발송 완료,상시,notification_doc,단일 프로세스를 6단계 성과활동으로 분해,제도
피어리뷰 운영/ 임직원 소통,리뷰어 안내(리뷰 작성),V2-L6-0484,피어리뷰 운영/ 임직원 소통,임직원 소통 심사의결서 확정,상시,approval_doc,단일 프로세스를 6단계 성과활동으로 분해,제도
피어리뷰 운영/ 임직원 소통,리뷰어 안내(리뷰 작성),V2-L6-0485,피어리뷰 운영/ 임직원 소통,임직원 소통 결과통보서 발송 완료,상시,notification_doc,단일 프로세스를 6단계 성과활동으로 분해,제도
면접,면접위원 선발/교육,V2-L6-0242,면접,면접 기준서 확정,수시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,채용
면접,면접일정 조율,V2-L6-0243,면접,면접 결과표 등록,수시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,채용
면접,면접 운영,V2-L6-0244,면접,면접 결과 통보 발송 완료,수시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,채용
서류심사,HR 서류 검토 진행,V2-L6-0236,서류심사,서류심사 기준서 확정,수시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,채용
서류심사,진행의사 확인,V2-L6-0237,서류심사,서류심사 결과표 등록,수시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,채용
서류심사,현업 서류 검토 진행,V2-L6-0238,서류심사,서류심사 결과 통보 발송 완료,수시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,채용
"자격 검증(GSAT, 코딩 테스트 등)",검정 대상자 선정,V2-L6-0239,"자격 검증(GSAT, 코딩 테스트 등)","자격 검증(GSAT, 코딩 테스트 등) 기준서 확정",수시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,채용
"자격 검증(GSAT, 코딩 테스트 등)",검정 운영 위원 선발/교육,V2-L6-0240,"자격 검증(GSAT, 코딩 테스트 등)","자격 검증(GSAT, 코딩 테스트 등) 결과표 등록",수시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,채용
"자격 검증(GSAT, 코딩 테스트 등)",검정 운영,V2-L6-0241,"자격 검증(GSAT, 코딩 테스트 등)","자격 검증(GSAT, 코딩 테스트 등) 결과 통보 발송 완료",수시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,채용
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0245,채용승인 및 처우확정,채용승인 및 처우확정 기준서 확정,수시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,채용
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0246,채용승인 및 처우확정,채용승인 및 처우확정 결과표 등록,수시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,채용
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0247,채용승인 및 처우확정,채용승인 및 처우확정 결과 통보 발송,수시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,채용
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0233,인재 소싱 채널 운영,인재 소싱 채널  기준서 확정,수시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,채용
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0234,인재 소싱 채널 운영,인재 소싱 채널  결과표 등록,수시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,채용
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0235,인재 소싱 채널 운영,인재 소싱 채널  결과 통보 발송 완료,수시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,채용
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0248,선확보 인력 리텐션 운영,선확보 인력 리텐션  기준서 확정,수시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,채용
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0249,선확보 인력 리텐션 운영,선확보 인력 리텐션  결과표 등록,수시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,채용
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0250,선확보 인력 리텐션 운영,선확보 인력 리텐션  결과 통보 발송 완료,수시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,채용
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0251,신규입사자 입사/온보딩 수행,신규입사자 입사/온보딩 기준서 확정,수시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,채용
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0252,신규입사자 입사/온보딩 수행,중간 신규입사자 입사/온보딩 결과표 등록,수시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,채용
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0253,신규입사자 입사/온보딩 수행,중간 신규입사자 입사/온보딩 결과표 등록,수시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,채용
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0254,신규입사자 입사/온보딩 수행,입사 전 O 등록,수시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,채용
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0255,신규입사자 입사/온보딩 수행,T 이수결과표 등록,수시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,채용
직무기술서 작성,직무기술서 작성 요청,V2-L6-0230,직무기술서 작성,직무기술서 작성 기준서 확정,수시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,채용
직무기술서 작성,직무기술서 작성 요청,V2-L6-0231,직무기술서 작성,직무기술서 작성 결과표 등록,수시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,채용
직무기술서 작성,직무기술서 작성 요청,V2-L6-0232,직무기술서 작성,직무기술서 작성 결과 통보 발송 완료,수시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,채용
채용 계획 수립(경영계획),전체 채용규모 산정,V2-L6-0227,채용 계획 수립(경영계획),채용 계획 수립(경영계획) 기준서 확정,수시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,채용
채용 계획 수립(경영계획),팀별 채용규모 확인,V2-L6-0228,채용 계획 수립(경영계획),채용 계획 수립(경영계획) 결과표 등록,수시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,채용
채용 계획 수립(경영계획),충원 필요성 검토,V2-L6-0229,채용 계획 수립(경영계획),채용 계획 수립(경영계획) 결과 통보 발송 완료,수시,notification_doc,모호한 동사를 결과 상태 중심으로 교정,채용
파견자 문의 대응,(원본 L6 미기재),V2-L6-0082,파견자 문의 대응,파견자 문의 대응 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
파견자 문의 대응,(원본 L6 미기재),V2-L6-0083,파견자 문의 대응,파견자 문의 대응 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
파견자 문의 대응,(원본 L6 미기재),V2-L6-0084,파견자 문의 대응,파견자 문의 대응 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
날인 및 증명서 관리,(원본 L6 미기재),V2-L6-0001,날인 및 증명서 관리,날인 및 증명서  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
날인 및 증명서 관리,(원본 L6 미기재),V2-L6-0002,날인 및 증명서 관리,날인 및 증명서  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
날인 및 증명서 관리,(원본 L6 미기재),V2-L6-0003,날인 및 증명서 관리,날인 및 증명서  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0022,다회용기 업체 운영,다회용기 업체  기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,총무
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0023,다회용기 업체 운영,중간 다회용기 업체  결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,총무
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0024,다회용기 업체 운영,중간 다회용기 업체  결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,총무
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0025,다회용기 업체 운영,다회용기 정산내역서 발행,상시,settlement_doc,모호한 동사를 결과 상태 중심으로 교정,총무
대외유관 기관/업체 운영,(원본 L6 미기재),V2-L6-0011,대외유관 기관/업체 운영,대외유관 기관/업체  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
대외유관 기관/업체 운영,(원본 L6 미기재),V2-L6-0012,대외유관 기관/업체 운영,대외유관 기관/업체  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
대외유관 기관/업체 운영,(원본 L6 미기재),V2-L6-0013,대외유관 기관/업체 운영,대외유관 기관/업체  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0018,두발로 운영,두발로  기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,총무
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0019,두발로 운영,중간 두발로  결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,총무
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0020,두발로 운영,중간 두발로  결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,총무
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0021,두발로 운영,두발로 이용통계 리포트 발행,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,총무
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0014,사내 전화(S-Calling) 운영,사내 전화(S-Calling)  기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,총무
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0015,사내 전화(S-Calling) 운영,중간 사내 전화(S-Calling)  결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,총무
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0016,사내 전화(S-Calling) 운영,중간 사내 전화(S-Calling)  결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,총무
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0017,사내 전화(S-Calling) 운영,월간 통화품질 리포트 발행,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,총무
사내 화물 운영,(원본 L6 미기재),V2-L6-0004,사내 화물 운영,사내 화물  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
사내 화물 운영,(원본 L6 미기재),V2-L6-0005,사내 화물 운영,사내 화물  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
사내 화물 운영,(원본 L6 미기재),V2-L6-0006,사내 화물 운영,사내 화물  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0007,안내센터 운영,안내센터  기준서 확정,상시,approval_doc,모호한 동사를 결과 상태 중심으로 교정,총무
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0008,안내센터 운영,중간 안내센터  결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,총무
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0009,안내센터 운영,중간 안내센터  결과표 등록,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,총무
(원본 매핑 없음),(원본 매핑 없음),V2-L6-0010,안내센터 운영,VIP 방문지원 결과보고서 발행,상시,analysis_report,모호한 동사를 결과 상태 중심으로 교정,총무
건물 관리 (공조 등),(원본 L6 미기재),V2-L6-0057,건물 관리 (공조 등),건물  (공조 등) 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
건물 관리 (공조 등),(원본 L6 미기재),V2-L6-0058,건물 관리 (공조 등),건물  (공조 등) 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
건물 관리 (공조 등),(원본 L6 미기재),V2-L6-0059,건물 관리 (공조 등),건물  (공조 등) 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
비품 관리,(원본 L6 미기재),V2-L6-0051,비품 관리,비품  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
비품 관리,(원본 L6 미기재),V2-L6-0052,비품 관리,비품  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
비품 관리,(원본 L6 미기재),V2-L6-0053,비품 관리,비품  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
사내식당 관리,(원본 L6 미기재),V2-L6-0032,사내식당 관리,사내식당  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
사내식당 관리,(원본 L6 미기재),V2-L6-0033,사내식당 관리,사내식당  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
사내식당 관리,(원본 L6 미기재),V2-L6-0034,사내식당 관리,사내식당  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
사무실 레이아웃 관리,(원본 L6 미기재),V2-L6-0026,사무실 레이아웃 관리,사무실 레이아웃  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
사무실 레이아웃 관리,(원본 L6 미기재),V2-L6-0027,사무실 레이아웃 관리,사무실 레이아웃  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
사무실 레이아웃 관리,(원본 L6 미기재),V2-L6-0028,사무실 레이아웃 관리,사무실 레이아웃  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
사택 관리,(원본 L6 미기재),V2-L6-0048,사택 관리,사택  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
사택 관리,(원본 L6 미기재),V2-L6-0049,사택 관리,사택  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
사택 관리,(원본 L6 미기재),V2-L6-0050,사택 관리,사택  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
"숙박시설 운영 (기숙사, 포레스트)",(원본 L6 미기재),V2-L6-0038,"숙박시설 운영 (기숙사, 포레스트)","숙박시설  (기숙사, 포레스트) 기준서 확정",상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,총무
"숙박시설 운영 (기숙사, 포레스트)",(원본 L6 미기재),V2-L6-0039,"숙박시설 운영 (기숙사, 포레스트)","중간 숙박시설  (기숙사, 포레스트) 결과표 등록",상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,총무
"숙박시설 운영 (기숙사, 포레스트)",(원본 L6 미기재),V2-L6-0040,"숙박시설 운영 (기숙사, 포레스트)","중간 숙박시설  (기숙사, 포레스트) 결과표 등록",상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,총무
"숙박시설 운영 (기숙사, 포레스트)",(원본 L6 미기재),V2-L6-0041,"숙박시설 운영 (기숙사, 포레스트)",포레스트 배정승인서 발행,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,총무
외부 사무실 운영,(원본 L6 미기재),V2-L6-0045,외부 사무실 운영,외부 사무실  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
외부 사무실 운영,(원본 L6 미기재),V2-L6-0046,외부 사무실 운영,외부 사무실  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
외부 사무실 운영,(원본 L6 미기재),V2-L6-0047,외부 사무실 운영,외부 사무실  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
임직원 사진관리,(원본 L6 미기재),V2-L6-0054,임직원 사진관리,임직원 사진관리 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
임직원 사진관리,(원본 L6 미기재),V2-L6-0055,임직원 사진관리,임직원 사진관리 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
임직원 사진관리,(원본 L6 미기재),V2-L6-0056,임직원 사진관리,임직원 사진관리 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
주차장 관리,(원본 L6 미기재),V2-L6-0035,주차장 관리,주차장  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
주차장 관리,(원본 L6 미기재),V2-L6-0036,주차장 관리,주차장  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
주차장 관리,(원본 L6 미기재),V2-L6-0037,주차장 관리,주차장  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
피트니스 관리,(원본 L6 미기재),V2-L6-0029,피트니스 관리,피트니스  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
피트니스 관리,(원본 L6 미기재),V2-L6-0030,피트니스 관리,피트니스  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
피트니스 관리,(원본 L6 미기재),V2-L6-0031,피트니스 관리,피트니스  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
회의실 운영,(원본 L6 미기재),V2-L6-0042,회의실 운영,회의실  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
회의실 운영,(원본 L6 미기재),V2-L6-0043,회의실 운영,회의실  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
회의실 운영,(원본 L6 미기재),V2-L6-0044,회의실 운영,회의실  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
임원 지원,(원본 L6 미기재),V2-L6-0060,임원 지원,임원 지원 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
임원 지원,(원본 L6 미기재),V2-L6-0061,임원 지원,임원 지원 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
임원 지원,(원본 L6 미기재),V2-L6-0062,임원 지원,임원 지원 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
임직원 출장지원,(원본 L6 미기재),V2-L6-0063,임직원 출장지원,임직원 출장지원 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
임직원 출장지원,(원본 L6 미기재),V2-L6-0064,임직원 출장지원,임직원 출장지원 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
임직원 출장지원,(원본 L6 미기재),V2-L6-0065,임직원 출장지원,임직원 출장지원 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
법인 차량 관리,(원본 L6 미기재),V2-L6-0066,법인 차량 관리,법인 차량  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
법인 차량 관리,(원본 L6 미기재),V2-L6-0067,법인 차량 관리,법인 차량  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
법인 차량 관리,(원본 L6 미기재),V2-L6-0068,법인 차량 관리,법인 차량  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
업무버스 관리,(원본 L6 미기재),V2-L6-0072,업무버스 관리,업무버스  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
업무버스 관리,(원본 L6 미기재),V2-L6-0073,업무버스 관리,업무버스  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
업무버스 관리,(원본 L6 미기재),V2-L6-0074,업무버스 관리,업무버스  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
운전기사 관리,(원본 L6 미기재),V2-L6-0069,운전기사 관리,운전기사  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
운전기사 관리,(원본 L6 미기재),V2-L6-0070,운전기사 관리,운전기사  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
운전기사 관리,(원본 L6 미기재),V2-L6-0071,운전기사 관리,운전기사  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
상주협력사 관리,(원본 L6 미기재),V2-L6-0078,상주협력사 관리,상주협력사  기준서 확정,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,총무
상주협력사 관리,(원본 L6 미기재),V2-L6-0079,상주협력사 관리,중간 상주협력사  결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,총무
상주협력사 관리,(원본 L6 미기재),V2-L6-0080,상주협력사 관리,중간 상주협력사  결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,총무
상주협력사 관리,(원본 L6 미기재),V2-L6-0081,상주협력사 관리,상주협력사 처리 결과 확정,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,총무
입점업체 운영,(원본 L6 미기재),V2-L6-0075,입점업체 운영,입점업체  기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
입점업체 운영,(원본 L6 미기재),V2-L6-0076,입점업체 운영,입점업체  결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,총무
입점업체 운영,(원본 L6 미기재),V2-L6-0077,입점업체 운영,입점업체  결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,총무
(PMI) Best Practice 분석,(원본 L6 미기재),V2-L6-0218,(PMI) Best Practice 분석,(PMI) Best Practice 분석 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,해외인사
(PMI) Best Practice 분석,(원본 L6 미기재),V2-L6-0219,(PMI) Best Practice 분석,(PMI) Best Practice 분석 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,해외인사
(PMI) Best Practice 분석,(원본 L6 미기재),V2-L6-0220,(PMI) Best Practice 분석,(PMI) Best Practice 분석 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,해외인사
(PMI) 계획 수립,(원본 L6 미기재),V2-L6-0215,(PMI) 계획 수립,(PMI) 계획 수립 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,해외인사
(PMI) 계획 수립,(원본 L6 미기재),V2-L6-0216,(PMI) 계획 수립,(PMI) 계획 수립 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,해외인사
(PMI) 계획 수립,(원본 L6 미기재),V2-L6-0217,(PMI) 계획 수립,(PMI) 계획 수립 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,해외인사
(실사) 시사점 도출 및 보고,(원본 L6 미기재),V2-L6-0212,(실사) 시사점 도출 및 보고,(실사) 시사점 도출 및 보고 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,해외인사
(실사) 시사점 도출 및 보고,(원본 L6 미기재),V2-L6-0213,(실사) 시사점 도출 및 보고,(실사) 시사점 도출 및 보고 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,해외인사
(실사) 시사점 도출 및 보고,(원본 L6 미기재),V2-L6-0214,(실사) 시사점 도출 및 보고,(실사) 시사점 도출 및 보고 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,해외인사
(실사) 실사결과 분석,(원본 L6 미기재),V2-L6-0209,(실사) 실사결과 분석,(실사) 실사결과 분석 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,해외인사
(실사) 실사결과 분석,(원본 L6 미기재),V2-L6-0210,(실사) 실사결과 분석,(실사) 실사결과 분석 결과표 등록,상시,analysis_report,단일 프로세스를 3단계 성과활동으로 분해,해외인사
(실사) 실사결과 분석,(원본 L6 미기재),V2-L6-0211,(실사) 실사결과 분석,(실사) 실사결과 분석 결과 통보 발송 완료,상시,notification_doc,단일 프로세스를 3단계 성과활동으로 분해,해외인사
(실사) 실사문서 독해,(원본 L6 미기재),V2-L6-0206,(실사) 실사문서 독해,(실사) 실사문서 독해 기준서 확정,상시,approval_doc,단일 프로세스를 3단계 성과활동으로 분해,해외인사
