[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,추천 주체,전략 사유
제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,재계약 처우 결정,제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,재계약 처우 결정 기초 자료 취합,Digital Worker,단순 데이터 수집
제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,재계약 처우 결정,제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,재계약 처우 결정 최종 결과 확정,HR,담당자 최종 검토 및 확정
제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,대상자 확정/변경 (예외자/사유 확인),제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,대상자 확정/변경 (예외자/사유 확인) 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,대상자 확정/변경 (예외자/사유 확인),제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,대상자 확정/변경 (예외자/사유 확인) 결과 확정,HR,정성적 판단 및 최종 의사결정
제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,대상자 확정/변경 (예외자/사유 확인),제도,계약직/변호사 관리,국내/해외/IP 변호사 관리,대상자 확정/변경 (예외자/사유 확인) 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
교육,진단/검정,실시계획 수립,진단/검정 실시계획 수립,교육,진단/검정,실시계획 수립,진단/검정 실시계획 수립 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
교육,진단/검정,실시계획 수립,진단/검정 실시계획 수립,교육,진단/검정,실시계획 수립,진단/검정 실시계획 수립 참석 안내문 발송,Digital Worker,대상자 대량 알림
교육,진단/검정,실시계획 수립,진단/검정 실시계획 수립,교육,진단/검정,실시계획 수립,진단/검정 실시계획 수립 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
교육,진단/검정,실시계획 수립,진단/검정 대상 확정,교육,진단/검정,실시계획 수립,진단/검정 대상 확정 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
교육,진단/검정,실시계획 수립,진단/검정 대상 확정,교육,진단/검정,실시계획 수립,진단/검정 대상 확정 결과 확정,HR,정성적 판단 및 최종 의사결정
교육,진단/검정,실시계획 수립,진단/검정 대상 확정,교육,진단/검정,실시계획 수립,진단/검정 대상 확정 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
교육,진단/검정,진단/검정 문항 분석 및 개발,진단/검정 문항 분석,교육,진단/검정,진단/검정 문항 분석 및 개발,진단/검정 문항 분석 기초 데이터 추출,Digital Worker,Workday 등 시스템 리포트 확보
교육,진단/검정,진단/검정 문항 분석 및 개발,진단/검정 문항 분석,교육,진단/검정,진단/검정 문항 분석 및 개발,진단/검정 문항 분석 분석 결과/기안서 확정,HR,인사적 통찰이 포함된 최종안 확정
교육,진단/검정,진단/검정 문항 분석 및 개발,진단/검정 문항 개발,교육,진단/검정,진단/검정 문항 분석 및 개발,진단/검정 문항 개발 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,진단/검정,진단/검정 문항 분석 및 개발,진단/검정 문항 개발,교육,진단/검정,진단/검정 문항 분석 및 개발,진단/검정 문항 개발 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,진단/검정,진단/검정 운영 및 평가,진단/검정 운영,교육,진단/검정,진단/검정 운영 및 평가,진단/검정 운영 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
교육,진단/검정,진단/검정 운영 및 평가,진단/검정 운영,교육,진단/검정,진단/검정 운영 및 평가,진단/검정 운영 참석 안내문 발송,Digital Worker,대상자 대량 알림
교육,진단/검정,진단/검정 운영 및 평가,진단/검정 운영,교육,진단/검정,진단/검정 운영 및 평가,진단/검정 운영 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
교육,진단/검정,진단/검정 운영 및 평가,진단/검정 평가,교육,진단/검정,진단/검정 운영 및 평가,진단/검정 평가 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
교육,진단/검정,진단/검정 운영 및 평가,진단/검정 평가,교육,진단/검정,진단/검정 운영 및 평가,진단/검정 평가 결과 확정,HR,정성적 판단 및 최종 의사결정
교육,진단/검정,진단/검정 운영 및 평가,진단/검정 평가,교육,진단/검정,진단/검정 운영 및 평가,진단/검정 평가 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 분석,교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 분석 기초 데이터 추출,Digital Worker,Workday 등 시스템 리포트 확보
교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 분석,교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 분석 분석 결과/기안서 확정,HR,인사적 통찰이 포함된 최종안 확정
교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 확정,교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 확정 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 확정,교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 확정 결과 확정,HR,정성적 판단 및 최종 의사결정
교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 확정,교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 확정 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 보고,교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 보고 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 보고,교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 보고 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 반영,교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 반영 증빙 데이터 대조,Digital Worker,시스템 데이터와 입력값 대조
교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 반영,교육,진단/검정,결과 분석/확정/보고,진단/검정 결과 반영 시스템 등록,Digital Worker,확정값의 기계적 적재
교육,진단/검정,결과 분석/확정/보고,격려금 지급,교육,진단/검정,결과 분석/확정/보고,격려금 지급 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,진단/검정,결과 분석/확정/보고,격려금 지급,교육,진단/검정,결과 분석/확정/보고,격려금 지급 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 관리,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 관리,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 큐레이션,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 큐레이션 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 큐레이션,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 큐레이션 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,양성,선발 규모/선발 전략 수립,양성 선발 규모 확정,교육,양성,선발 규모/선발 전략 수립,양성 선발 규모 확정 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
교육,양성,선발 규모/선발 전략 수립,양성 선발 규모 확정,교육,양성,선발 규모/선발 전략 수립,양성 선발 규모 확정 결과 확정,HR,정성적 판단 및 최종 의사결정
교육,양성,선발 규모/선발 전략 수립,양성 선발 규모 확정,교육,양성,선발 규모/선발 전략 수립,양성 선발 규모 확정 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
교육,양성,선발 규모/선발 전략 수립,양성 분야 확정,교육,양성,선발 규모/선발 전략 수립,양성 분야 확정 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
교육,양성,선발 규모/선발 전략 수립,양성 분야 확정,교육,양성,선발 규모/선발 전략 수립,양성 분야 확정 결과 확정,HR,정성적 판단 및 최종 의사결정
교육,양성,선발 규모/선발 전략 수립,양성 분야 확정,교육,양성,선발 규모/선발 전략 수립,양성 분야 확정 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
교육,양성,선발 규모/선발 전략 수립,양성 선발전략 수립,교육,양성,선발 규모/선발 전략 수립,양성 선발전략 수립 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
교육,양성,선발 규모/선발 전략 수립,양성 선발전략 수립,교육,양성,선발 규모/선발 전략 수립,양성 선발전략 수립 결과 확정,HR,정성적 판단 및 최종 의사결정
교육,양성,선발 규모/선발 전략 수립,양성 선발전략 수립,교육,양성,선발 규모/선발 전략 수립,양성 선발전략 수립 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
교육,양성,선발 전형 운영,후보군 선발,교육,양성,선발 전형 운영,후보군 선발 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
교육,양성,선발 전형 운영,후보군 선발,교육,양성,선발 전형 운영,후보군 선발 결과 확정,HR,정성적 판단 및 최종 의사결정
교육,양성,선발 전형 운영,후보군 선발,교육,양성,선발 전형 운영,후보군 선발 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
교육,양성,선발 전형 운영,선발관련 안내,교육,양성,선발 전형 운영,선발관련 안내 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
교육,양성,선발 전형 운영,선발관련 안내,교육,양성,선발 전형 운영,선발관련 안내 결과 확정,HR,정성적 판단 및 최종 의사결정
교육,양성,선발 전형 운영,서류 심사,교육,양성,선발 전형 운영,서류 심사 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
교육,양성,선발 전형 운영,서류 심사,교육,양성,선발 전형 운영,서류 심사 결과 확정,HR,정성적 판단 및 최종 의사결정
교육,양성,선발 전형 운영,서류 심사,교육,양성,선발 전형 운영,서류 심사 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
교육,양성,선발 전형 운영,면접 심사,교육,양성,선발 전형 운영,면접 심사 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
교육,양성,선발 전형 운영,면접 심사,교육,양성,선발 전형 운영,면접 심사 결과 확정,HR,정성적 판단 및 최종 의사결정
교육,양성,선발 전형 운영,면접 심사,교육,양성,선발 전형 운영,면접 심사 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
교육,양성,선발 전형 운영,선발 확정,교육,양성,선발 전형 운영,선발 확정 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
교육,양성,선발 전형 운영,선발 확정,교육,양성,선발 전형 운영,선발 확정 결과 확정,HR,정성적 판단 및 최종 의사결정
교육,양성,선발 전형 운영,선발 확정,교육,양성,선발 전형 운영,선발 확정 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
교육,양성,선발 전형 운영,선발결과 안내,교육,양성,선발 전형 운영,선발결과 안내 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
교육,양성,선발 전형 운영,선발결과 안내,교육,양성,선발 전형 운영,선발결과 안내 결과 확정,HR,정성적 판단 및 최종 의사결정
교육,양성,양성경비/처우기준,양성경비 분석,교육,양성,양성경비/처우기준,양성경비 분석 기초 데이터 추출,Digital Worker,Workday 등 시스템 리포트 확보
교육,양성,양성경비/처우기준,양성경비 분석,교육,양성,양성경비/처우기준,양성경비 분석 분석 결과/기안서 확정,HR,인사적 통찰이 포함된 최종안 확정
교육,양성,양성경비/처우기준,양성경비 예산편성/관리,교육,양성,양성경비/처우기준,양성경비 예산편성/관리 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,양성,양성경비/처우기준,양성경비 예산편성/관리,교육,양성,양성경비/처우기준,양성경비 예산편성/관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,양성,파견자 관리,파견중 관리,교육,양성,파견자 관리,파견중 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,양성,파견자 관리,파견중 관리,교육,양성,파견자 관리,파견중 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,양성,파견자 관리,파견후 관리,교육,양성,파견자 관리,파견후 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,양성,파견자 관리,파견후 관리,교육,양성,파견자 관리,파견후 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,양성,파견자 관리,양성시스템 관리/정보입력,교육,양성,파견자 관리,양성시스템 관리/정보입력 증빙 데이터 대조,Digital Worker,시스템 데이터와 입력값 대조
교육,양성,파견자 관리,양성시스템 관리/정보입력,교육,양성,파견자 관리,양성시스템 관리/정보입력 시스템 등록,Digital Worker,확정값의 기계적 적재
교육,교육운영,교육 실행 계획 수립,연간 교육 운영 수립,교육,교육운영,교육 실행 계획 수립,연간 교육 운영 수립 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
교육,교육운영,교육 실행 계획 수립,연간 교육 운영 수립,교육,교육운영,교육 실행 계획 수립,연간 교육 운영 수립 참석 안내문 발송,Digital Worker,대상자 대량 알림
교육,교육운영,교육 실행 계획 수립,연간 교육 운영 수립,교육,교육운영,교육 실행 계획 수립,연간 교육 운영 수립 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
교육,교육운영,교육 예산 계획 수립,전년도 경비실적 분석,교육,교육운영,교육 예산 계획 수립,전년도 경비실적 분석 기초 데이터 추출,Digital Worker,Workday 등 시스템 리포트 확보
교육,교육운영,교육 예산 계획 수립,전년도 경비실적 분석,교육,교육운영,교육 예산 계획 수립,전년도 경비실적 분석 분석 결과/기안서 확정,HR,인사적 통찰이 포함된 최종안 확정
교육,교육운영,교육 예산 계획 수립,교육 예산 계획 수립,교육,교육운영,교육 예산 계획 수립,교육 예산 계획 수립 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,교육운영,교육 예산 계획 수립,교육 예산 계획 수립,교육,교육운영,교육 예산 계획 수립,교육 예산 계획 수립 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,교육운영,교육 예산 계획 수립,운영품의(PR) 진행,교육,교육운영,교육 예산 계획 수립,운영품의(PR) 진행 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
교육,교육운영,교육 예산 계획 수립,운영품의(PR) 진행,교육,교육운영,교육 예산 계획 수립,운영품의(PR) 진행 참석 안내문 발송,Digital Worker,대상자 대량 알림
교육,교육운영,교육 예산 계획 수립,운영품의(PR) 진행,교육,교육운영,교육 예산 계획 수립,운영품의(PR) 진행 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
교육,교육운영,과정 개설,교육시스템 과정 등록 및 차수 개설,교육,교육운영,과정 개설,교육시스템 과정 등록 및 차수 개설 증빙 데이터 대조,Digital Worker,시스템 데이터와 입력값 대조
교육,교육운영,과정 개설,교육시스템 과정 등록 및 차수 개설,교육,교육운영,과정 개설,교육시스템 과정 등록 및 차수 개설 시스템 등록,Digital Worker,확정값의 기계적 적재
교육,교육운영,대상자 모집/선발,대상자 모집 공지,교육,교육운영,대상자 모집/선발,대상자 모집 공지 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
교육,교육운영,대상자 모집/선발,대상자 모집 공지,교육,교육운영,대상자 모집/선발,대상자 모집 공지 알림 발송,Digital Worker,시스템을 통한 일괄 전송
교육,교육운영,대상자 모집/선발,대상자 선발,교육,교육운영,대상자 모집/선발,대상자 선발 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
교육,교육운영,대상자 모집/선발,대상자 선발,교육,교육운영,대상자 모집/선발,대상자 선발 결과 확정,HR,정성적 판단 및 최종 의사결정
교육,교육운영,대상자 모집/선발,대상자 선발,교육,교육운영,대상자 모집/선발,대상자 선발 결과 통보 발송,Digital Worker,확정 결과의 시스템 일괄 발송
교육,교육운영,대상자 모집/선발,대상자 선발 확정안내,교육,교육운영,대상자 모집/선발,대상자 선발 확정안내 대상자/기준 취합,Digital Worker,시스템 및 메일 데이터 기초 수합
교육,교육운영,대상자 모집/선발,대상자 선발 확정안내,교육,교육운영,대상자 모집/선발,대상자 선발 확정안내 결과 확정,HR,정성적 판단 및 최종 의사결정
교육,교육운영,입과안내/교육생 관리,교육생 명단 관리,교육,교육운영,입과안내/교육생 관리,교육생 명단 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,교육운영,입과안내/교육생 관리,교육생 명단 관리,교육,교육운영,입과안내/교육생 관리,교육생 명단 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,교육운영,입과안내/교육생 관리,교육 입과안내,교육,교육운영,입과안내/교육생 관리,교육 입과안내 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
교육,교육운영,입과안내/교육생 관리,교육 입과안내,교육,교육운영,입과안내/교육생 관리,교육 입과안내 알림 발송,Digital Worker,시스템을 통한 일괄 전송
교육,교육운영,입과안내/교육생 관리,교육생 분석,교육,교육운영,입과안내/교육생 관리,교육생 분석 기초 데이터 추출,Digital Worker,Workday 등 시스템 리포트 확보
교육,교육운영,입과안내/교육생 관리,교육생 분석,교육,교육운영,입과안내/교육생 관리,교육생 분석 분석 결과/기안서 확정,HR,인사적 통찰이 포함된 최종안 확정
교육,교육운영,입과안내/교육생 관리,VOC 대응,교육,교육운영,입과안내/교육생 관리,VOC 대응 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,교육운영,입과안내/교육생 관리,VOC 대응,교육,교육운영,입과안내/교육생 관리,VOC 대응 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,교육운영,내/외부 강사관리,배차 신청,교육,교육운영,내/외부 강사관리,배차 신청 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,교육운영,내/외부 강사관리,배차 신청,교육,교육운영,내/외부 강사관리,배차 신청 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,교육운영,내/외부 강사관리,방문 신청,교육,교육운영,내/외부 강사관리,방문 신청 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,교육운영,내/외부 강사관리,방문 신청,교육,교육운영,내/외부 강사관리,방문 신청 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,교육운영,내/외부 강사관리,식권 신청,교육,교육운영,내/외부 강사관리,식권 신청 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,교육운영,내/외부 강사관리,식권 신청,교육,교육운영,내/외부 강사관리,식권 신청 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,교육운영,내/외부 강사관리,벤더 등록,교육,교육운영,내/외부 강사관리,벤더 등록 증빙 데이터 대조,Digital Worker,시스템 데이터와 입력값 대조
교육,교육운영,내/외부 강사관리,벤더 등록,교육,교육운영,내/외부 강사관리,벤더 등록 시스템 등록,Digital Worker,확정값의 기계적 적재
교육,교육운영,내/외부 강사관리,교육과정/강의 안내,교육,교육운영,내/외부 강사관리,교육과정/강의 안내 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
교육,교육운영,내/외부 강사관리,교육과정/강의 안내,교육,교육운영,내/외부 강사관리,교육과정/강의 안내 알림 발송,Digital Worker,시스템을 통한 일괄 전송
교육,교육운영,내/외부 강사관리,강사 영접 및 VOC 대응,교육,교육운영,내/외부 강사관리,강사 영접 및 VOC 대응 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,교육운영,내/외부 강사관리,강사 영접 및 VOC 대응,교육,교육운영,내/외부 강사관리,강사 영접 및 VOC 대응 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,교육운영,운영준비(인프라 셋팅 등),운영관련 체크리스트 준비,교육,교육운영,운영준비(인프라 셋팅 등),운영관련 체크리스트 준비 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
교육,교육운영,운영준비(인프라 셋팅 등),운영관련 체크리스트 준비,교육,교육운영,운영준비(인프라 셋팅 등),운영관련 체크리스트 준비 참석 안내문 발송,Digital Worker,대상자 대량 알림
교육,교육운영,운영준비(인프라 셋팅 등),운영관련 체크리스트 준비,교육,교육운영,운영준비(인프라 셋팅 등),운영관련 체크리스트 준비 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
교육,교육운영,운영준비(인프라 셋팅 등),시설 예약,교육,교육운영,운영준비(인프라 셋팅 등),시설 예약 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,교육운영,운영준비(인프라 셋팅 등),시설 예약,교육,교육운영,운영준비(인프라 셋팅 등),시설 예약 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,교육운영,운영준비(인프라 셋팅 등),PC 대여/반납 준비,교육,교육운영,운영준비(인프라 셋팅 등),PC 대여/반납 준비 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
교육,교육운영,운영준비(인프라 셋팅 등),PC 대여/반납 준비,교육,교육운영,운영준비(인프라 셋팅 등),PC 대여/반납 준비 참석 안내문 발송,Digital Worker,대상자 대량 알림
교육,교육운영,운영준비(인프라 셋팅 등),PC 대여/반납 준비,교육,교육운영,운영준비(인프라 셋팅 등),PC 대여/반납 준비 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
교육,교육운영,운영준비(인프라 셋팅 등),교보재 준비,교육,교육운영,운영준비(인프라 셋팅 등),교보재 준비 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
교육,교육운영,운영준비(인프라 셋팅 등),교보재 준비,교육,교육운영,운영준비(인프라 셋팅 등),교보재 준비 참석 안내문 발송,Digital Worker,대상자 대량 알림
교육,교육운영,운영준비(인프라 셋팅 등),교보재 준비,교육,교육운영,운영준비(인프라 셋팅 등),교보재 준비 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
교육,교육운영,운영준비(인프라 셋팅 등),다과 준비,교육,교육운영,운영준비(인프라 셋팅 등),다과 준비 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
교육,교육운영,운영준비(인프라 셋팅 등),다과 준비,교육,교육운영,운영준비(인프라 셋팅 등),다과 준비 참석 안내문 발송,Digital Worker,대상자 대량 알림
교육,교육운영,운영준비(인프라 셋팅 등),다과 준비,교육,교육운영,운영준비(인프라 셋팅 등),다과 준비 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
교육,교육운영,운영준비(인프라 셋팅 등),강의장 세팅,교육,교육운영,운영준비(인프라 셋팅 등),강의장 세팅 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,교육운영,운영준비(인프라 셋팅 등),강의장 세팅,교육,교육운영,운영준비(인프라 셋팅 등),강의장 세팅 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,교육운영,운영준비(인프라 셋팅 등),파우치/퀵/택배/DHL 발송,교육,교육운영,운영준비(인프라 셋팅 등),파우치/퀵/택배/DHL 발송 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,교육운영,운영준비(인프라 셋팅 등),파우치/퀵/택배/DHL 발송,교육,교육운영,운영준비(인프라 셋팅 등),파우치/퀵/택배/DHL 발송 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,교육운영,과정 운영,강의장 점검,교육,교육운영,과정 운영,강의장 점검 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,교육운영,과정 운영,강의장 점검,교육,교육운영,과정 운영,강의장 점검 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,교육운영,과정 운영,강사 영접,교육,교육운영,과정 운영,강사 영접 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,교육운영,과정 운영,강사 영접,교육,교육운영,과정 운영,강사 영접 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,교육운영,과정 운영,출석체크/오리엔테이션,교육,교육운영,과정 운영,출석체크/오리엔테이션 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,교육운영,과정 운영,출석체크/오리엔테이션,교육,교육운영,과정 운영,출석체크/오리엔테이션 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,교육운영,과정 운영,강의 및 퍼실리테이팅/코칭 진행,교육,교육운영,과정 운영,강의 및 퍼실리테이팅/코칭 진행 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
교육,교육운영,과정 운영,강의 및 퍼실리테이팅/코칭 진행,교육,교육운영,과정 운영,강의 및 퍼실리테이팅/코칭 진행 참석 안내문 발송,Digital Worker,대상자 대량 알림
교육,교육운영,과정 운영,강의 및 퍼실리테이팅/코칭 진행,교육,교육운영,과정 운영,강의 및 퍼실리테이팅/코칭 진행 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
교육,교육운영,과정 운영,강의내용 통역(필요시),교육,교육운영,과정 운영,강의내용 통역(필요시) 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,교육운영,과정 운영,강의내용 통역(필요시),교육,교육운영,과정 운영,강의내용 통역(필요시) 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,교육운영,과정 운영,강의내용(질의응답) 정리/요약,교육,교육운영,과정 운영,강의내용(질의응답) 정리/요약 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,교육운영,과정 운영,강의내용(질의응답) 정리/요약,교육,교육운영,과정 운영,강의내용(질의응답) 정리/요약 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,교육운영,과정설문 취합/분석,과정 설문 준비,교육,교육운영,과정설문 취합/분석,과정 설문 준비 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
교육,교육운영,과정설문 취합/분석,과정 설문 준비,교육,교육운영,과정설문 취합/분석,과정 설문 준비 참석 안내문 발송,Digital Worker,대상자 대량 알림
교육,교육운영,과정설문 취합/분석,과정 설문 준비,교육,교육운영,과정설문 취합/분석,과정 설문 준비 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
교육,교육운영,과정설문 취합/분석,과정설문 개설,교육,교육운영,과정설문 취합/분석,과정설문 개설 기초 자료 취합,Digital Worker,단순 데이터 수집
교육,교육운영,과정설문 취합/분석,과정설문 개설,교육,교육운영,과정설문 취합/분석,과정설문 개설 최종 결과 확정,HR,담당자 최종 검토 및 확정
교육,교육운영,과정설문 취합/분석,과정설문 진행,교육,교육운영,과정설문 취합/분석,과정설문 진행 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
교육,교육운영,과정설문 취합/분석,과정설문 진행,교육,교육운영,과정설문 취합/분석,과정설문 진행 참석 안내문 발송,Digital Worker,대상자 대량 알림
교육,교육운영,과정설문 취합/분석,과정설문 진행,교육,교육운영,과정설문 취합/분석,과정설문 진행 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
교육,교육운영,과정설문 취합/분석,과정설문 분석,교육,교육운영,과정설문 취합/분석,과정설문 분석 기초 데이터 추출,Digital Worker,Workday 등 시스템 리포트 확보
교육,교육운영,과정설문 취합/분석,과정설문 분석,교육,교육운영,과정설문 취합/분석,과정설문 분석 분석 결과/기안서 확정,HR,인사적 통찰이 포함된 최종안 확정
